CO/VISN,Office/Facility,Station,Occupation,Specialty,Specialty Name,NbrEmps,ID
9,"VAMC Memphis, TN",614,610,88,STAFF NURSE                  ,9,
23,"HCS Minneapolis, MN",618,602,13,PHYSIATRY                    ,1,
23,"HCS Minneapolis, MN",618,602,19,INFECTIOUS DISEASES          ,1,
23,"HCS Minneapolis, MN",618,602,20,DERMATOLOGY                  ,1,
23,"HCS Minneapolis, MN",618,602,21,GEN INTERNAL MED             ,2,
23,"HCS Minneapolis, MN",618,602,40,GERIATRICS                   ,1,
23,"HCS Minneapolis, MN",618,602,44,PHYS MED & REHAB             ,1,
23,"HCS Minneapolis, MN",618,610,74,"RN, INFECTION CONTRO         ",1,
23,"HCS Minneapolis, MN",618,610,75,NURSE PRACTIONER             ,11,
23,"HCS Minneapolis, MN",618,610,88,STAFF NURSE                  ,7,
23,"HCS Minneapolis, MN",618,610,J9,ADV PR NURSE(STAFF)          ,2,
23,"HCS Minneapolis, MN",618,610,Q6,RN/STAFF-INP CLC             ,1,
7,HCS Central AL (Montgomery),619,602,13,PHYSIATRY                    ,1,
7,HCS Central AL (Montgomery),619,602,19,INFECTIOUS DISEASES          ,1,
7,HCS Central AL (Montgomery),619,602,21,GEN INTERNAL MED             ,1,
7,HCS Central AL (Montgomery),619,602,31,PSYCHIATRY                   ,1,
7,HCS Central AL (Montgomery),619,602,33,CLINICAL PATHOLOGY           ,1,
7,HCS Central AL (Montgomery),619,602,38,RADIOLOGY-DIAGNOSTIC         ,1,
7,HCS Central AL (Montgomery),619,602,P1,PRIMARY CARE                 ,3,
7,HCS Central AL (Montgomery),619,610,0,MISC TITLE 38/WA/CL          ,3,
7,HCS Central AL (Montgomery),619,610,88,STAFF NURSE                  ,17,
7,HCS Central AL (Montgomery),619,610,N5,NP-OTHER                     ,1,
2,"HCS Hudson Valley, NY",620,602,2,SURGERY                      ,1,
2,"HCS Hudson Valley, NY",620,602,31,PSYCHIATRY                   ,1,
2,"HCS Hudson Valley, NY",620,602,K6,HOSPITALIST                  ,1,
2,"HCS Hudson Valley, NY",620,610,87,"RN,MGR/HEAD NURSE            ",1,
2,"HCS Hudson Valley, NY",620,610,88,STAFF NURSE                  ,2,
9,"VAMC Mountain Home, TN",621,602,1,ANESTHESIOLOGY               ,1,
9,"VAMC Mountain Home, TN",621,602,16,EMERGENCY MEDICINE           ,1,
9,"VAMC Mountain Home, TN",621,602,21,GEN INTERNAL MED             ,3,
9,"VAMC Mountain Home, TN",621,602,25,GASTROENTEROLOGY             ,2,
9,"VAMC Mountain Home, TN",621,602,27,NEPHROLOGY                   ,1,
9,"VAMC Mountain Home, TN",621,602,31,PSYCHIATRY                   ,2,
9,"VAMC Mountain Home, TN",621,602,38,RADIOLOGY-DIAGNOSTIC         ,1,
9,"VAMC Mountain Home, TN",621,602,43,PATHOLOGY                    ,1,
9,"VAMC Mountain Home, TN",621,602,G9,RADIATION ONCOLOGY           ,1,
9,"VAMC Mountain Home, TN",621,602,M9,CARDIOLOGY-INTERVEN          ,1,
9,"VAMC Mountain Home, TN",621,602,R4,VASCULAR SURGERY             ,1,
9,"VAMC Mountain Home, TN",621,610,75,NURSE PRACTIONER             ,2,
9,"VAMC Mountain Home, TN",621,610,88,STAFF NURSE                  ,13,
9,"VAMC Mountain Home, TN",621,610,Q1,RN/STAFF-OUTPATIENT          ,2,
19,"VAMC Muskogee, OK",623,602,7,ORTHOPEDIC SURGERY           ,2,
19,"VAMC Muskogee, OK",623,602,19,INFECTIOUS DISEASES          ,1,
19,"VAMC Muskogee, OK",623,602,21,GEN INTERNAL MED             ,1,
19,"VAMC Muskogee, OK",623,602,27,NEPHROLOGY                   ,1,
19,"VAMC Muskogee, OK",623,602,31,PSYCHIATRY                   ,2,
19,"VAMC Muskogee, OK",623,602,63,GENERAL PRACTICE             ,2,
19,"VAMC Muskogee, OK",623,602,E6,CARDIOLOGY NON-INTER         ,1,
19,"VAMC Muskogee, OK",623,602,P1,PRIMARY CARE                 ,1,
19,"VAMC Muskogee, OK",623,610,75,NURSE PRACTIONER             ,2,
19,"VAMC Muskogee, OK",623,610,88,STAFF NURSE                  ,3,
19,"VAMC Muskogee, OK",623,610,Q1,RN/STAFF-OUTPATIENT          ,4,
9,HCS TN Valley (Nashville),626,602,1,ANESTHESIOLOGY               ,3,
9,HCS TN Valley (Nashville),626,602,6,OPHTHALMOLOGY                ,5,
9,HCS TN Valley (Nashville),626,602,7,ORTHOPEDIC SURGERY           ,1,
9,HCS TN Valley (Nashville),626,602,8,OTOLARYNGOLOGY               ,1,
9,HCS TN Valley (Nashville),626,602,9,PLASTIC SURGERY              ,1,
9,HCS TN Valley (Nashville),626,602,12,UROLOGY                      ,1,
9,HCS TN Valley (Nashville),626,602,16,EMERGENCY MEDICINE           ,9,
9,HCS TN Valley (Nashville),626,602,21,GEN INTERNAL MED             ,3,
9,HCS TN Valley (Nashville),626,602,25,GASTROENTEROLOGY             ,2,
9,HCS TN Valley (Nashville),626,602,30,NEUROLOGY                    ,1,
9,HCS TN Valley (Nashville),626,602,31,PSYCHIATRY                   ,6,
9,HCS TN Valley (Nashville),626,602,33,CLINICAL PATHOLOGY           ,1,
9,HCS TN Valley (Nashville),626,602,38,RADIOLOGY-DIAGNOSTIC         ,1,
9,HCS TN Valley (Nashville),626,602,40,GERIATRICS                   ,1,
9,HCS TN Valley (Nashville),626,602,44,PHYS MED & REHAB             ,1,
9,HCS TN Valley (Nashville),626,602,CA,CARDIOLOGY NON-INVA,1,
9,HCS TN Valley (Nashville),626,602,E6,CARDIOLOGY NON-INTER         ,2,
9,HCS TN Valley (Nashville),626,602,E9,COMPENSATION/PENSION,1,
9,HCS TN Valley (Nashville),626,602,K6,HOSPITALIST                  ,3,
9,HCS TN Valley (Nashville),626,602,M9,CARDIOLOGY-INTERVEN          ,1,
9,HCS TN Valley (Nashville),626,602,P1,PRIMARY CARE                 ,1,
9,HCS TN Valley (Nashville),626,610,75,NURSE PRACTIONER             ,1,
9,HCS TN Valley (Nashville),626,610,88,STAFF NURSE                  ,8,
9,HCS TN Valley (Nashville),626,610,G5,"RN,FACILITY ADMIN            ",2,
9,HCS TN Valley (Nashville),626,610,G6,RN/PROG MGR/COORD            ,3,
9,HCS TN Valley (Nashville),626,610,M2,RN/CASE MGR/CARE             ,2,
9,HCS TN Valley (Nashville),626,610,N4,NP MENTAL HEALTH SUD         ,5,
9,HCS TN Valley (Nashville),626,610,N5,NP-OTHER                     ,10,
9,HCS TN Valley (Nashville),626,610,Q1,RN/STAFF-OUTPATIENT          ,23,
9,HCS TN Valley (Nashville),626,610,Q2,RN/STAFF-MIXED               ,5,
9,HCS TN Valley (Nashville),626,610,Q6,RN/STAFF-INP CLC             ,2,
16,HCS Southeast LA (New Orleans),629,602,2,SURGERY                      ,1,
16,HCS Southeast LA (New Orleans),629,602,20,DERMATOLOGY                  ,1,
16,HCS Southeast LA (New Orleans),629,602,21,GEN INTERNAL MED             ,2,
16,HCS Southeast LA (New Orleans),629,602,27,NEPHROLOGY                   ,2,
16,HCS Southeast LA (New Orleans),629,602,31,PSYCHIATRY                   ,5,
16,HCS Southeast LA (New Orleans),629,602,44,PHYS MED & REHAB             ,2,
16,HCS Southeast LA (New Orleans),629,602,49,FAMILY PRACTICE              ,1,
16,HCS Southeast LA (New Orleans),629,602,M9,CARDIOLOGY-INTERVEN          ,1,
16,HCS Southeast LA (New Orleans),629,610,88,STAFF NURSE                  ,17,
16,HCS Southeast LA (New Orleans),629,610,Q1,RN/STAFF-OUTPATIENT          ,1,
2,"HCS NY Harbor, NY",630,602,1,ANESTHESIOLOGY               ,1,
2,"HCS NY Harbor, NY",630,602,3,GYNECOLOGY                   ,1,
2,"HCS NY Harbor, NY",630,602,20,DERMATOLOGY                  ,1,
2,"HCS NY Harbor, NY",630,602,21,GEN INTERNAL MED             ,2,
2,"HCS NY Harbor, NY",630,602,25,GASTROENTEROLOGY             ,3,
2,"HCS NY Harbor, NY",630,602,28,RHEUMATOLOGY                 ,1,
2,"HCS NY Harbor, NY",630,602,29,ENDOCRIN AND METAB           ,1,
2,"HCS NY Harbor, NY",630,602,E6,CARDIOLOGY NON-INTER         ,1,
2,"HCS NY Harbor, NY",630,602,K6,HOSPITALIST                  ,1,
2,"HCS NY Harbor, NY",630,610,75,NURSE PRACTIONER             ,4,
2,"HCS NY Harbor, NY",630,610,88,STAFF NURSE                  ,9,
2,"HCS NY Harbor, NY",630,610,N1,NURSE PRACT/LTC              ,1,
2,"HCS NY Harbor, NY",630,610,N8,CNS-MH/SUD                   ,1,
1,HCS Central Western MA,631,602,21,GEN INTERNAL MED             ,5,
1,HCS Central Western MA,631,602,38,RADIOLOGY-DIAGNOSTIC         ,1,
1,HCS Central Western MA,631,610,75,NURSE PRACTIONER             ,1,
1,HCS Central Western MA,631,610,88,STAFF NURSE                  ,7,
1,HCS Central Western MA,631,610,Q1,RN/STAFF-OUTPATIENT          ,1,
2,"VAMC Northport, NY",632,602,6,OPHTHALMOLOGY                ,2,
2,"VAMC Northport, NY",632,602,7,ORTHOPEDIC SURGERY           ,2,
2,"VAMC Northport, NY",632,602,11,THORACIC SURGERY             ,1,
2,"VAMC Northport, NY",632,602,12,UROLOGY                      ,1,
2,"VAMC Northport, NY",632,602,20,DERMATOLOGY                  ,2,
2,"VAMC Northport, NY",632,602,21,GEN INTERNAL MED             ,2,
2,"VAMC Northport, NY",632,602,25,GASTROENTEROLOGY             ,1,
2,"VAMC Northport, NY",632,602,28,RHEUMATOLOGY                 ,1,
2,"VAMC Northport, NY",632,602,31,PSYCHIATRY                   ,1,
2,"VAMC Northport, NY",632,602,44,PHYS MED & REHAB             ,1,
2,"VAMC Northport, NY",632,602,E6,CARDIOLOGY NON-INTER         ,1,
2,"VAMC Northport, NY",632,610,88,STAFF NURSE                  ,8,
2,"VAMC Northport, NY",632,610,M2,RN/CASE MGR/CARE             ,1,
2,"VAMC Northport, NY",632,610,Q1,RN/STAFF-OUTPATIENT          ,1,
2,"VAMC Northport, NY",632,610,Q2,RN/STAFF-MIXED               ,1,
2,"VAMC Northport, NY",632,610,Q6,RN/STAFF-INP CLC             ,1,
19,"HCS Oklahoma City, OK",635,602,2,SURGERY                      ,1,
19,"HCS Oklahoma City, OK",635,602,7,ORTHOPEDIC SURGERY           ,1,
19,"HCS Oklahoma City, OK",635,602,12,UROLOGY                      ,1,
19,"HCS Oklahoma City, OK",635,602,16,EMERGENCY MEDICINE           ,1,
19,"HCS Oklahoma City, OK",635,602,20,DERMATOLOGY                  ,1,
19,"HCS Oklahoma City, OK",635,602,21,GEN INTERNAL MED             ,3,
19,"HCS Oklahoma City, OK",635,602,25,GASTROENTEROLOGY             ,1,
19,"HCS Oklahoma City, OK",635,602,26,PULMONARY DISEASES           ,1,
19,"HCS Oklahoma City, OK",635,602,30,NEUROLOGY                    ,1,
19,"HCS Oklahoma City, OK",635,602,38,RADIOLOGY-DIAGNOSTIC         ,1,
19,"HCS Oklahoma City, OK",635,602,49,FAMILY PRACTICE              ,4,
19,"HCS Oklahoma City, OK",635,602,CA,CARDIOLOGY NON-INVA,1,
19,"HCS Oklahoma City, OK",635,602,K6,HOSPITALIST                  ,1,
19,"HCS Oklahoma City, OK",635,602,P1,PRIMARY CARE                 ,4,
19,"HCS Oklahoma City, OK",635,610,75,NURSE PRACTIONER             ,1,
19,"HCS Oklahoma City, OK",635,610,79,CLINICAL NURSE SPEC          ,1,
19,"HCS Oklahoma City, OK",635,610,88,STAFF NURSE                  ,28,
19,"HCS Oklahoma City, OK",635,610,Q1,RN/STAFF-OUTPATIENT          ,4,
19,"HCS Oklahoma City, OK",635,610,Q2,RN/STAFF-MIXED               ,2,
19,"HCS Oklahoma City, OK",635,610,S2,RN INFORMATICS               ,1,
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,602,21,GEN INTERNAL MED             ,1,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,602,31,PSYCHIATRY                   ,1,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,602,49,FAMILY PRACTICE              ,1,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,602,K6,HOSPITALIST                  ,3,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,602,M9,CARDIOLOGY-INTERVEN          ,1,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,602,P1,PRIMARY CARE                 ,1,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,610,87,"RN,MGR/HEAD NURSE            ",2,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,610,88,STAFF NURSE                  ,5,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,610,G7,"RN, ADMIN/OTHER              ",1,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,610,Q1,RN/STAFF-OUTPATIENT          ,7,636ne
6,"VAMC Asheville, NC",637,602,1,ANESTHESIOLOGY               ,1,
6,"VAMC Asheville, NC",637,602,2,SURGERY                      ,1,
6,"VAMC Asheville, NC",637,602,6,OPHTHALMOLOGY                ,1,
6,"VAMC Asheville, NC",637,602,20,DERMATOLOGY                  ,1,
6,"VAMC Asheville, NC",637,602,26,PULMONARY DISEASES           ,1,
6,"VAMC Asheville, NC",637,602,28,RHEUMATOLOGY                 ,1,
6,"VAMC Asheville, NC",637,602,31,PSYCHIATRY                   ,1,
6,"VAMC Asheville, NC",637,602,38,RADIOLOGY-DIAGNOSTIC         ,1,
6,"VAMC Asheville, NC",637,602,49,FAMILY PRACTICE              ,1,
6,"VAMC Asheville, NC",637,602,K6,HOSPITALIST                  ,2,
6,"VAMC Asheville, NC",637,602,M9,CARDIOLOGY-INTERVEN          ,1,
6,"VAMC Asheville, NC",637,602,P1,PRIMARY CARE                 ,2,
6,"VAMC Asheville, NC",637,602,Q9,SLEEP MEDICINE,1,
6,"VAMC Asheville, NC",637,610,75,NURSE PRACTIONER             ,4,
6,"VAMC Asheville, NC",637,610,88,STAFF NURSE                  ,2,
6,"VAMC Asheville, NC",637,610,M2,RN/CASE MGR/CARE             ,1,
6,"VAMC Asheville, NC",637,610,Q1,RN/STAFF-OUTPATIENT          ,5,
6,"VAMC Asheville, NC",637,610,Q2,RN/STAFF-MIXED               ,1,
6,"VAMC Asheville, NC",637,610,Q3,RN-TELEPHONE TRIAGE          ,2,
21,"HCS Palo Alto, CA",640,602,2,SURGERY                      ,1,
21,"HCS Palo Alto, CA",640,602,7,ORTHOPEDIC SURGERY           ,1,
21,"HCS Palo Alto, CA",640,602,21,GEN INTERNAL MED             ,7,
21,"HCS Palo Alto, CA",640,602,25,GASTROENTEROLOGY             ,1,
21,"HCS Palo Alto, CA",640,602,26,PULMONARY DISEASES           ,1,
21,"HCS Palo Alto, CA",640,602,27,NEPHROLOGY                   ,1,
21,"HCS Palo Alto, CA",640,602,29,ENDOCRIN AND METAB           ,1,
21,"HCS Palo Alto, CA",640,602,31,PSYCHIATRY                   ,1,
21,"HCS Palo Alto, CA",640,602,44,PHYS MED & REHAB             ,1,
21,"HCS Palo Alto, CA",640,602,E4,CARDIOVAS/THOR SGR           ,1,
21,"HCS Palo Alto, CA",640,610,75,NURSE PRACTIONER             ,2,
21,"HCS Palo Alto, CA",640,610,88,STAFF NURSE                  ,50,
21,"HCS Palo Alto, CA",640,610,M2,RN/CASE MGR/CARE             ,1,
21,"HCS Palo Alto, CA",640,610,N1,NURSE PRACT/LTC              ,2,
21,"HCS Palo Alto, CA",640,610,N5,NP-OTHER                     ,1,
21,"HCS Palo Alto, CA",640,610,Q1,RN/STAFF-OUTPATIENT          ,8,
21,"HCS Palo Alto, CA",640,610,Q2,RN/STAFF-MIXED               ,2,
21,"HCS Palo Alto, CA",640,610,S4,RN/WOUND CARE SPEC           ,1,
21,"HCS Palo Alto, CA",640,610,S5,"RN, IV THERAPY               ",1,
4,"VAMC Philadelphia, PA",642,602,1,ANESTHESIOLOGY               ,1,
4,"VAMC Philadelphia, PA",642,602,2,SURGERY                      ,2,
4,"VAMC Philadelphia, PA",642,602,6,OPHTHALMOLOGY                ,4,
4,"VAMC Philadelphia, PA",642,602,7,ORTHOPEDIC SURGERY           ,1,
4,"VAMC Philadelphia, PA",642,602,16,EMERGENCY MEDICINE           ,1,
4,"VAMC Philadelphia, PA",642,602,21,GEN INTERNAL MED             ,1,
4,"VAMC Philadelphia, PA",642,602,27,NEPHROLOGY                   ,1,
4,"VAMC Philadelphia, PA",642,602,30,NEUROLOGY                    ,1,
4,"VAMC Philadelphia, PA",642,602,31,PSYCHIATRY                   ,1,
4,"VAMC Philadelphia, PA",642,602,40,GERIATRICS                   ,1,
4,"VAMC Philadelphia, PA",642,602,E5,NEUROSURGERY                 ,1,
4,"VAMC Philadelphia, PA",642,602,K6,HOSPITALIST                  ,3,
4,"VAMC Philadelphia, PA",642,602,M9,CARDIOLOGY-INTERVEN          ,1,
4,"VAMC Philadelphia, PA",642,602,Q9,SLEEP MEDICINE,1,
4,"VAMC Philadelphia, PA",642,610,75,NURSE PRACTIONER             ,5,
4,"VAMC Philadelphia, PA",642,610,88,STAFF NURSE                  ,26,
4,"VAMC Philadelphia, PA",642,610,Q1,RN/STAFF-OUTPATIENT          ,2,
4,"VAMC Philadelphia, PA",642,610,Q6,RN/STAFF-INP CLC             ,1,
18,"HCS Phoenix, AZ",644,602,1,ANESTHESIOLOGY               ,1,
18,"HCS Phoenix, AZ",644,602,2,SURGERY                      ,1,
18,"HCS Phoenix, AZ",644,602,6,OPHTHALMOLOGY                ,1,
18,"HCS Phoenix, AZ",644,602,7,ORTHOPEDIC SURGERY           ,1,
18,"HCS Phoenix, AZ",644,602,13,PHYSIATRY                    ,1,
18,"HCS Phoenix, AZ",644,602,21,GEN INTERNAL MED             ,2,
18,"HCS Phoenix, AZ",644,602,26,PULMONARY DISEASES           ,1,
18,"HCS Phoenix, AZ",644,602,29,ENDOCRIN AND METAB           ,1,
18,"HCS Phoenix, AZ",644,602,30,NEUROLOGY                    ,3,
18,"HCS Phoenix, AZ",644,602,31,PSYCHIATRY                   ,7,
18,"HCS Phoenix, AZ",644,602,38,RADIOLOGY-DIAGNOSTIC         ,2,
18,"HCS Phoenix, AZ",644,602,E4,CARDIOVAS/THOR SGR           ,1,
18,"HCS Phoenix, AZ",644,602,P1,PRIMARY CARE                 ,9,
18,"HCS Phoenix, AZ",644,610,75,NURSE PRACTIONER             ,10,
18,"HCS Phoenix, AZ",644,610,88,STAFF NURSE                  ,45,
18,"HCS Phoenix, AZ",644,610,J4,RN/ASST MGR/PERM CHG         ,3,
18,"HCS Phoenix, AZ",644,610,Q1,RN/STAFF-OUTPATIENT          ,1,
18,"HCS Phoenix, AZ",644,610,Q6,RN/STAFF-INP CLC             ,1,
4,"HCS Pittsburgh, PA",646,602,1,ANESTHESIOLOGY               ,2,
4,"HCS Pittsburgh, PA",646,602,2,SURGERY                      ,3,
4,"HCS Pittsburgh, PA",646,602,6,OPHTHALMOLOGY                ,2,
4,"HCS Pittsburgh, PA",646,602,9,PLASTIC SURGERY              ,1,
4,"HCS Pittsburgh, PA",646,602,16,EMERGENCY MEDICINE           ,1,
4,"HCS Pittsburgh, PA",646,602,29,ENDOCRIN AND METAB           ,1,
4,"HCS Pittsburgh, PA",646,602,30,NEUROLOGY                    ,1,
4,"HCS Pittsburgh, PA",646,602,31,PSYCHIATRY                   ,3,
4,"HCS Pittsburgh, PA",646,602,45,RADIOLOGY-INTERVENT          ,1,
4,"HCS Pittsburgh, PA",646,602,49,FAMILY PRACTICE              ,1,
4,"HCS Pittsburgh, PA",646,602,H9,WOMEN VETS HLTH FELW         ,1,
4,"HCS Pittsburgh, PA",646,602,K6,HOSPITALIST                  ,2,
4,"HCS Pittsburgh, PA",646,602,K8,CRITICAL CARE                ,1,
4,"HCS Pittsburgh, PA",646,602,P1,PRIMARY CARE                 ,1,
4,"HCS Pittsburgh, PA",646,610,0,MISC TITLE 38/WA/CL          ,2,
4,"HCS Pittsburgh, PA",646,610,75,NURSE PRACTIONER             ,4,
4,"HCS Pittsburgh, PA",646,610,86,"RN, SHIFT SUPERVISOR         ",1,
4,"HCS Pittsburgh, PA",646,610,87,"RN,MGR/HEAD NURSE            ",1,
4,"HCS Pittsburgh, PA",646,610,88,STAFF NURSE                  ,41,
4,"HCS Pittsburgh, PA",646,610,F1,ASSOC CH NURSING SV          ,1,
4,"HCS Pittsburgh, PA",646,610,J2,LEAD NURSE                   ,3,
4,"HCS Pittsburgh, PA",646,610,M2,RN/CASE MGR/CARE             ,1,
4,"HCS Pittsburgh, PA",646,610,N5,NP-OTHER                     ,2,
4,"HCS Pittsburgh, PA",646,610,Q1,RN/STAFF-OUTPATIENT          ,3,
4,"HCS Pittsburgh, PA",646,610,Q2,RN/STAFF-MIXED               ,9,
20,"HCS Portland, OR",648,602,1,ANESTHESIOLOGY               ,3,
20,"HCS Portland, OR",648,602,2,SURGERY                      ,1,
20,"HCS Portland, OR",648,602,6,OPHTHALMOLOGY                ,1,
20,"HCS Portland, OR",648,602,12,UROLOGY                      ,1,
20,"HCS Portland, OR",648,602,20,DERMATOLOGY                  ,1,
20,"HCS Portland, OR",648,602,21,GEN INTERNAL MED             ,2,
20,"HCS Portland, OR",648,602,25,GASTROENTEROLOGY             ,1,
20,"HCS Portland, OR",648,602,26,PULMONARY DISEASES           ,1,
20,"HCS Portland, OR",648,602,30,NEUROLOGY                    ,3,
20,"HCS Portland, OR",648,602,38,RADIOLOGY-DIAGNOSTIC         ,1,
20,"HCS Portland, OR",648,602,43,PATHOLOGY                    ,1,
20,"HCS Portland, OR",648,602,49,FAMILY PRACTICE              ,1,
20,"HCS Portland, OR",648,602,E4,CARDIOVAS/THOR SGR           ,1,
20,"HCS Portland, OR",648,602,E5,NEUROSURGERY                 ,1,
20,"HCS Portland, OR",648,602,E6,CARDIOLOGY NON-INTER         ,1,
20,"HCS Portland, OR",648,610,87,"RN,MGR/HEAD NURSE            ",2,
20,"HCS Portland, OR",648,610,88,STAFF NURSE                  ,23,
20,"HCS Portland, OR",648,610,J9,ADV PR NURSE(STAFF)          ,1,
20,"HCS Portland, OR",648,610,M2,RN/CASE MGR/CARE             ,1,
20,"HCS Portland, OR",648,610,N5,NP-OTHER                     ,1,
20,"HCS Portland, OR",648,610,Q1,RN/STAFF-OUTPATIENT          ,2,
20,"HCS Portland, OR",648,610,Q2,RN/STAFF-MIXED               ,1,
18,HCS Northern AZ (Prescott),649,602,13,PHYSIATRY                    ,1,
18,HCS Northern AZ (Prescott),649,602,21,GEN INTERNAL MED             ,1,
18,HCS Northern AZ (Prescott),649,602,31,PSYCHIATRY                   ,1,
18,HCS Northern AZ (Prescott),649,602,P1,PRIMARY CARE                 ,1,
18,HCS Northern AZ (Prescott),649,610,75,NURSE PRACTIONER             ,2,
18,HCS Northern AZ (Prescott),649,610,87,"RN,MGR/HEAD NURSE            ",2,
18,HCS Northern AZ (Prescott),649,610,88,STAFF NURSE                  ,5,
18,HCS Northern AZ (Prescott),649,610,J4,RN/ASST MGR/PERM CHG         ,1,
18,HCS Northern AZ (Prescott),649,610,Q2,RN/STAFF-MIXED               ,2,
1,"VAMC Providence, RI",650,602,2,SURGERY                      ,2,
1,"VAMC Providence, RI",650,602,6,OPHTHALMOLOGY                ,5,
1,"VAMC Providence, RI",650,602,12,UROLOGY                      ,1,
1,"VAMC Providence, RI",650,602,19,INFECTIOUS DISEASES          ,1,
1,"VAMC Providence, RI",650,602,21,GEN INTERNAL MED             ,1,
1,"VAMC Providence, RI",650,602,26,PULMONARY DISEASES           ,2,
1,"VAMC Providence, RI",650,602,27,NEPHROLOGY                   ,1,
1,"VAMC Providence, RI",650,602,31,PSYCHIATRY                   ,3,
1,"VAMC Providence, RI",650,602,E6,CARDIOLOGY NON-INTER         ,2,
1,"VAMC Providence, RI",650,602,P1,PRIMARY CARE                 ,2,
1,"VAMC Providence, RI",650,602,R4,VASCULAR SURGERY             ,2,
1,"VAMC Providence, RI",650,610,87,"RN,MGR/HEAD NURSE            ",1,
1,"VAMC Providence, RI",650,610,88,STAFF NURSE                  ,6,
1,"VAMC Providence, RI",650,610,M2,RN/CASE MGR/CARE             ,5,
1,"VAMC Providence, RI",650,610,N5,NP-OTHER                     ,1,
1,"VAMC Providence, RI",650,610,Q3,RN-TELEPHONE TRIAGE          ,4,
6,"VAMC Richmond, NC",652,602,1,ANESTHESIOLOGY               ,3,
6,"VAMC Richmond, NC",652,602,2,SURGERY                      ,1,
6,"VAMC Richmond, NC",652,602,21,GEN INTERNAL MED             ,3,
6,"VAMC Richmond, NC",652,602,P1,PRIMARY CARE                 ,3,
6,"VAMC Richmond, NC",652,610,0,MISC TITLE 38/WA/CL          ,1,
6,"VAMC Richmond, NC",652,610,75,NURSE PRACTIONER             ,4,
6,"VAMC Richmond, NC",652,610,81,CHIEF NURSE TRNEE            ,1,
6,"VAMC Richmond, NC",652,610,88,STAFF NURSE                  ,13,
6,"VAMC Richmond, NC",652,610,Q1,RN/STAFF-OUTPATIENT          ,6,
6,"VAMC Richmond, NC",652,610,Q2,RN/STAFF-MIXED               ,2,
20,"HCS Roseburg, OR",653,602,7,ORTHOPEDIC SURGERY           ,1,
20,"HCS Roseburg, OR",653,602,8,OTOLARYNGOLOGY               ,1,
20,"HCS Roseburg, OR",653,602,12,UROLOGY                      ,1,
20,"HCS Roseburg, OR",653,602,21,GEN INTERNAL MED             ,1,
20,"HCS Roseburg, OR",653,602,31,PSYCHIATRY                   ,2,
20,"HCS Roseburg, OR",653,610,75,NURSE PRACTIONER             ,1,
20,"HCS Roseburg, OR",653,610,88,STAFF NURSE                  ,1,
20,"HCS Roseburg, OR",653,610,J4,RN/ASST MGR/PERM CHG         ,1,
20,"HCS Roseburg, OR",653,610,N1,NURSE PRACT/LTC              ,1,
20,"HCS Roseburg, OR",653,610,N4,NP MENTAL HEALTH SUD         ,1,
20,"HCS Roseburg, OR",653,610,Q1,RN/STAFF-OUTPATIENT          ,5,
20,"HCS Roseburg, OR",653,610,Q2,RN/STAFF-MIXED               ,5,
21,HCS Sierra Nevada (Reno),654,602,1,ANESTHESIOLOGY               ,1,
21,HCS Sierra Nevada (Reno),654,602,21,GEN INTERNAL MED             ,2,
21,HCS Sierra Nevada (Reno),654,602,26,PULMONARY DISEASES           ,1,
21,HCS Sierra Nevada (Reno),654,602,31,PSYCHIATRY                   ,1,
21,HCS Sierra Nevada (Reno),654,602,38,RADIOLOGY-DIAGNOSTIC         ,2,
21,HCS Sierra Nevada (Reno),654,602,40,GERIATRICS                   ,1,
21,HCS Sierra Nevada (Reno),654,602,P1,PRIMARY CARE                 ,2,
21,HCS Sierra Nevada (Reno),654,610,0,MISC TITLE 38/WA/CL          ,1,
21,HCS Sierra Nevada (Reno),654,610,75,NURSE PRACTIONER             ,1,
21,HCS Sierra Nevada (Reno),654,610,87,"RN,MGR/HEAD NURSE            ",2,
21,HCS Sierra Nevada (Reno),654,610,88,STAFF NURSE                  ,18,
21,HCS Sierra Nevada (Reno),654,610,J4,RN/ASST MGR/PERM CHG         ,1,
21,HCS Sierra Nevada (Reno),654,610,N5,NP-OTHER                     ,1,
21,HCS Sierra Nevada (Reno),654,610,Q1,RN/STAFF-OUTPATIENT          ,14,
21,HCS Sierra Nevada (Reno),654,610,Q2,RN/STAFF-MIXED               ,7,
21,HCS Sierra Nevada (Reno),654,610,Q6,RN/STAFF-INP CLC             ,3,
10,"VAMC Saginaw, MI",655,602,2,SURGERY                      ,1,
10,"VAMC Saginaw, MI",655,602,P1,PRIMARY CARE                 ,2,
10,"VAMC Saginaw, MI",655,610,75,NURSE PRACTIONER             ,3,
10,"VAMC Saginaw, MI",655,610,M2,RN/CASE MGR/CARE             ,1,
