Appts_Pending_1412,%_Appts_Over_30_Pending_1412,PC_Wait_Pending_1412,SC_Wait_Pending_1412,MH_Wait_Pending_1412,for_dups,ORGANIZATION,MAY-FY11,MAY-FY12,MAY-FY13,MAY-FY14,MAY-FY15,MAY-FY16,ID,Appts_Pending_1610,%_Appts_Over_30_Pending_1610,PC_Wait_Pending_1610,SC_Wait_Pending_1610,MH_Wait_Pending_1610,Appts_Complete_1608,%_Appts_Over_30_Complete_1608,PC_Wait_Complete_1608,SC_Wait_Complete_1608,MH_Wait_Complete_1608,Station,Location,Choice_Hires,Interim,Vacancy,%_Appts_Over_30_Complete_1409,Appts_Complete_1409,MH_Wait_Complete_1409,PC_Wait_Complete_1409,SC_Wait_Complete_1409,Physician_Turnover_FY11,Physician_Turnover_FY12,Physician_Turnover_FY13,Physician_Turnover_FY14,Physician_Turnover_FY15,NbrPsychiatrists,Name,State,Geo,Confidence,County,"County, St",Projected_Increase_5_years,Projected_Increase_10_years,Projected_Increase_20_years,Projected_Increase_30_years,9/30/43,9/30/33,9/30/23,9/30/18,Pending_Increase,Pending_Increase_%,Complete_Increase,Complete_Increase_%,Complete_Pending_Appts_Diff_14,Complete_Pending_Appts_Diff_16,Complete_Pending_Appts_Diff_14_%,Complete_Pending_Appts_Diff_16_%,Complete_Pending_Gap_Increase_%,Missing_Leadership,Staff_11_To_12_Increase,Staff_11_To_12_Increase_%,Staff_12_To_13_Increase,Staff_12_To_13_Increase_%,Staff_13_To_14_Increase,Staff_13_To_14_Increase_%,Staff_14_To_15_Increase,Staff_14_To_15_Increase_%,Staff_15_To_16_Increase,Staff_15_To_16_Increase_%,Staff_14_To_16_Increase,Staff_14_To_16_Increase_%,Choice_Increase_%,Choice_Staff_Dif,Choice_Increase_%_PC_Wait_Complete_1409_Ratio,Choice_Increase_%_PC_Wait_Pending_1412_Ratio,PC_Wait_Pending_Increase,PC_Wait_Pending_Increase_%,PC_Wait_Complete_Increase,PC_Wait_Complete_Increase_%,SC_Wait_Pending_Increase,SC_Wait_Pending_Increase_%,SC_Wait_Complete_Increase,SC_Wait_Complete_Increase_%,MH_Wait_Pending_Increase,MH_Wait_Pending_Increase_%,MH_Wait_Complete_Increase,MH_Wait_Complete_Increase_%,Staff_To_Appts_Pending_14,Staff_To_Appts_Pending_16,Staff_To_Appts_Complete_14,Staff_To_Appts_Complete_16,Percentage_Point_Wait_Over_30_Increase_Pending,Percentage_Point_Wait_Over_30_Increase_Complete,qualitative_size,State_Full,Vet_Pop_State_9_30_14,Vet_Pop_State_9_30_34,Vet_Pop_State_Increase_20
50032,6.0,5.2,6.25,2.83,506,(V11) (506) HCS ANN ARBOR MI,2057.0,2190.0,2346.0,2447.0,2591.0,2626.0,506an,62512,8.83,5.76,11.8,3.66,41021,6.36,6.06,9.57,2.6,506,"(V11) (506) Ann Arbor, MI",172.0,3.0,0.0,3.41,38949,1.85,2.73,4.05,12.67,14.77,13.21,10.7,13.31,2.0,"ANN ARBOR, MI",MI,"<[OK] Google - Geocode [506 E Ann St, Ann Arbor, MI 48104, USA]>",9,WASHTENAW,"WASHTENAW, MI",-1927.0,-3759.0,-7070.0,-9705.0,8108.0,10743.0,14054.0,15886.0,12480,24.9440358171,2072,5.31977714447,11083,21491,28.4551593109,52.3902391458,93.9095912659,3.0,133.0,6.07305936073,156.0,6.64961636829,101.0,4.12750306498,144.0,5.55769972983,35.0,1.33282559025,179.0,6.81645087586,7.02901512056,7.0,0.388390116279,0.739790697674,0.56,10.7692307692,3.33,121.978021978,5.55,106.730769231,5.52,136.296296296,0.83,15.9615384615,0.75,40.5405405405,20.4462607274,23.8050266565,15.917041275,15.6210967251,2.83,2.95,average,Michigan,658469.0,369256.0,-289213.0
21849,6.98,3.53,8.86,1.45,515,(V11) (515) MC BATTLE CREEK MI,1279.0,1348.0,1381.0,1460.0,1538.0,1620.0,515ba,27859,4.8,3.54,7.12,4.71,26457,1.35,2.2,4.96,2.7,515,"(V11) (515) Battle Creek, MI",46.0,0.0,0.0,2.71,26751,1.12,1.33,5.21,11.34,14.31,10.64,10.68,8.71,1.0,"BATTLE CREEK, MI",MI,"<[OK] Google - Geocode [Battle Creek, MI, USA]>",3,CALHOUN,"CALHOUN, MI",-1235.0,-2376.0,-4366.0,-6068.0,5453.0,7155.0,9145.0,10286.0,6010,27.5069797245,-294,-1.09902433554,-4902,1402,-18.324548615,5.29916468231,-128.600571195,0.0,69.0,5.11869436202,33.0,2.38957277335,79.0,5.41095890411,78.0,5.07152145644,82.0,5.06172839506,160.0,9.87654320988,3.15068493151,114.0,0.422130434783,1.12039130435,0.01,0.28328611898,0.87,65.4135338346,-1.74,-49.2917847025,-0.25,-4.79846449136,3.26,92.3512747875,1.58,141.071428571,14.9650684932,17.1969135802,18.3226027397,16.3314814815,-2.18,-1.36,average,Michigan,658469.0,369256.0,-289213.0
16276,4.36,4.69,3.22,3.86,550,(V11) (550) MC DANVILLE IL,1420.0,1493.0,1541.0,1485.0,1508.0,1530.0,550da,30362,5.29,3.32,6.36,5.94,21689,3.76,3.91,6.33,3.34,550,"(V11) (550) Danville, IL",27.0,0.0,1.0,1.76,20654,1.71,1.74,3.03,9.07,13.9,10.81,14.57,10.08,1.0,"DANVILLE, IL",IL,"<[OK] Google - Geocode [Danville, IL, USA]>",3,VERMILION,"VERMILION, IL",-749.0,-1448.0,-2622.0,-3562.0,2612.0,3552.0,4726.0,5425.0,14086,86.5446055542,1035,5.01113585746,-4378,8673,-21.1968625932,39.9880123565,-298.104157149,1.0,73.0,4.88948425988,48.0,3.11486048021,-56.0,-3.77104377104,23.0,1.52519893899,22.0,1.43790849673,45.0,2.94117647059,1.81818181818,18.0,0.957,2.5795,-1.37,-29.21108742,2.17,124.712643678,3.14,66.9509594883,3.3,108.910891089,2.08,44.3496801706,1.63,95.3216374269,10.9602693603,19.8444444444,13.9084175084,14.1758169935,0.93,2.0,average,Illinois                                                                                                               ,721575.0,468704.0,-252871.0
37203,1.96,0.76,2.34,0.47,553,(V11) (553) MC DETROIT MI,1782.0,1928.0,1946.0,1934.0,1987.0,1951.0,553de,64268,8.75,5.3,13.61,2.67,30369,6.11,5.37,8.94,1.71,553,"(V11) (553) Detroit, MI",56.0,1.0,0.0,0.43,31610,0.31,0.85,1.11,9.51,8.57,8.34,11.41,12.74,,"DETROIT, MI",MI,"<[OK] Google - Geocode [Detroit, MI, USA]>",1,WAYNE,"WAYNE, MI",-19887.0,-36082.0,-59577.0,-74612.0,27649.0,42684.0,66179.0,82374.0,27065,72.7495094482,-1241,-3.92597279342,5593,33899,17.693767795,111.623695216,506.096906848,1.0,146.0,7.57261410788,18.0,0.924974306269,-12.0,-0.620475698035,53.0,2.66733769502,-36.0,-1.84520758585,17.0,0.871348026653,2.8955532575,-39.0,0.293553571429,0.262471428571,4.54,597.368421053,4.52,531.764705882,11.27,1482.89473684,7.83,705.405405405,2.2,289.473684211,1.4,451.612903226,19.2362978283,32.9410558688,16.3443640124,15.5658636597,6.79,5.68,average,Michigan,658469.0,369256.0,-289213.0
50167,4.52,4.59,5.53,2.81,583,(V11) (583) MC INDIANAPOLIS IN,2358.0,2427.0,2587.0,2653.0,2832.0,2976.0,583in,61289,8.13,3.84,7.43,8.14,45789,4.49,2.64,6.22,4.3,583,"(V11) (583) Indianapolis, IN",118.0,2.0,0.0,1.89,45402,2.95,1.73,3.57,7.06,7.35,5.11,7.33,8.82,3.0,"INDIANAPOLIS, IN",IN,"<[OK] Google - Geocode [Indianapolis, IN, USA]>",1,MARION,"MARION, IN",-3975.0,-7801.0,-14240.0,-19204.0,44125.0,49089.0,55528.0,59354.0,11122,22.1699523591,387,0.852385357473,4765,15500,10.495132373,33.8509248946,225.288562434,2.0,69.0,2.84301606922,160.0,6.18477000387,66.0,2.4877497173,179.0,6.32062146893,144.0,4.83870967742,323.0,10.8534946237,4.44779494911,205.0,0.388956779661,1.0319720339,-0.75,-16.339869281,0.91,52.6011560694,1.9,41.394335512,2.65,74.2296918768,5.33,116.122004357,1.35,45.7627118644,18.9095363739,20.594422043,17.1134564644,15.3860887097,3.61,2.6,average,Indiana                                                                                                               ,476283.0,347447.0,-128835.0
29524,6.04,9.68,6.74,2.23,610,(V11) (610) HCS MARION IN,1411.0,1422.0,1460.0,1456.0,1527.0,1651.0,610no,37081,11.93,7.12,16.89,2.48,31599,4.03,4.77,10.35,1.5,610,"(V11) (610) Northern Indiana HCS, IN",57.0,0.0,2.0,1.73,29900,1.8,3.41,4.07,17.49,5.74,16.19,6.51,11.82,,"NORTHERN INDIANA HCS, IN",IN,<[ZERO_RESULTS] Google - Geocode>,0,,,,,,,,,,,7557,25.5961251863,1699,5.68227424749,-376,5482,-1.25752508361,17.3486502737,-1557.9787234,2.0,11.0,0.773558368495,38.0,2.60273972603,-4.0,-0.274725274725,71.0,4.64963981663,124.0,7.51059963658,195.0,11.811023622,3.91483516484,138.0,0.871045614035,2.47264561404,-2.56,-26.4462809917,1.36,39.8826979472,10.15,104.855371901,6.28,154.2997543,0.25,2.5826446281,-0.3,-16.6666666667,20.2774725275,22.459721381,20.5357142857,19.1393095094,5.89,2.3,average,Indiana                                                                                                               ,476283.0,347447.0,-128835.0
24652,1.49,0.65,3.1,1.28,655,(V11) (655) MC SAGINAW MI,870.0,910.0,976.0,1020.0,1034.0,1083.0,655sa,29081,8.07,3.18,14.82,2.06,24362,2.45,2.29,6.09,2.25,655,"(V11) (655) Saginaw, MI",34.0,1.0,1.0,1.55,24707,1.41,0.3,3.78,17.39,20.25,4.73,26.57,8.53,,"SAGINAW, MI",MI,"<[OK] Google - Geocode [Saginaw, MI, USA]>",4,SAGINAW,"SAGINAW, MI",-1625.0,-3171.0,-5854.0,-7992.0,6219.0,8357.0,11040.0,12586.0,4429,17.9660879442,-345,-1.39636540252,-55,4719,-0.222608977213,19.3703308431,-8680.0,2.0,40.0,4.3956043956,66.0,6.76229508197,44.0,4.3137254902,14.0,1.35396518375,49.0,4.52446906741,63.0,5.81717451524,3.33333333333,29.0,0.09,0.195,2.53,389.230769231,1.99,663.333333333,11.72,1803.07692308,2.31,61.1111111111,0.78,120.0,0.84,59.5744680851,24.168627451,26.8522622345,24.2225490196,22.4949215143,6.58,0.9,average,Michigan,658469.0,369256.0,-289213.0
14204,3.06,2.66,5.07,4.57,556,(V12) (556) FHCC NORTH CHICAGO IL,1956.0,2049.0,2120.0,2125.0,2166.0,2115.0,556ca,19261,1.36,2.46,3.94,2.74,31415,0.22,2.4,2.23,1.49,556,(V12) (556) Captain James A Lovell FHCC,3.0,0.0,0.0,0.44,29736,1.8,1.16,2.59,7.94,5.0,3.45,6.83,5.24,1.0,CAPTAIN JAMES A LOVELL FHCC,CC,<[ZERO_RESULTS] Google - Geocode>,0,,,,,,,,,,,5057,35.6026471417,1679,5.64635458703,-15532,-12154,-52.2329835889,-38.6885245902,-21.7486479526,0.0,93.0,4.53879941435,71.0,3.34905660377,5.0,0.235294117647,41.0,1.89289012004,-51.0,-2.41134751773,-10.0,-0.472813238771,0.141176470588,-13.0,8.21666666667,18.8416666667,-0.2,-7.51879699248,1.24,106.896551724,-1.13,-42.4812030075,-0.36,-13.8996138996,-1.83,-68.7969924812,-0.31,-17.2222222222,6.68423529412,9.10685579196,13.9934117647,14.853427896,-1.7,-0.22,average,,,,
49762,13.25,10.14,13.24,8.77,578,(V12) (578) MC HINES IL,3242.0,3275.0,3364.0,3451.0,3552.0,3705.0,578hi,63048,8.93,6.91,12.4,4.2,50706,4.32,4.48,7.12,3.36,578,"(V12) (578) Hines, IL",186.0,2.0,1.0,5.38,45087,4.65,5.29,6.03,6.56,5.79,8.83,8.12,8.39,1.0,"HINES, IL",IL,<[OVER_QUERY_LIMIT] Google - Geocode>,0,,,,,,,,,,,13286,26.6990876572,5619,12.4625723601,4675,12342,10.3688424601,24.3403147557,164.0,3.0,33.0,1.00763358779,89.0,2.64565992866,87.0,2.52100840336,101.0,2.84346846847,153.0,4.12955465587,254.0,6.85560053981,5.38974210374,68.0,0.981494086022,1.8813516129,-3.23,-31.8540433925,-0.81,-15.3119092628,-0.84,-8.28402366864,1.09,18.0762852405,-4.57,-45.0690335306,-1.29,-27.7419354839,14.4195885251,17.0170040486,13.0649087221,13.6858299595,-4.32,-1.06,large,Illinois                                                                                                               ,721575.0,468704.0,-252871.0
10720,5.68,4.82,7.46,4.31,585,(V12) (585) MC IRON MOUNTAIN MI,604.0,613.0,634.0,655.0,667.0,657.0,585ir,12391,3.08,4.25,6.07,3.22,11740,0.44,1.96,3.11,1.19,585,"(V12) (585) Iron Mountain, MI",29.0,0.0,0.0,2.55,11450,2.14,3.7,4.45,7.83,15.08,12.47,20.11,12.7,,"IRON MOUNTAIN, MI",MI,"<[OK] Google - Geocode [Iron Mountain, MI, USA]>",6,DICKINSON,"DICKINSON, MI",-264.0,-497.0,-844.0,-1129.0,1460.0,1745.0,2092.0,2325.0,1671,15.5876865672,290,2.5327510917,-730,651,-6.37554585153,5.54514480409,-189.178082192,0.0,9.0,1.46818923328,21.0,3.31230283912,21.0,3.20610687023,12.0,1.79910044978,-10.0,-1.52207001522,2.0,0.304414003044,4.42748091603,-27.0,0.835689655172,1.08865517241,-0.57,-11.8257261411,-1.74,-47.027027027,-1.39,-28.8381742739,-1.34,-30.1123595506,-1.09,-22.6141078838,-0.95,-44.3925233645,16.3664122137,18.8599695586,17.4809160305,17.8691019787,-2.6,-2.11,small,Michigan,658469.0,369256.0,-289213.0
30149,6.74,8.1,6.85,2.13,607,(V12) (607) MC MADISON WI,1604.0,1675.0,1758.0,1834.0,1882.0,1962.0,607ma,33882,6.84,5.67,9.29,2.06,28799,4.16,3.91,7.74,1.36,607,"(V12) (607) Madison, WI",66.0,2.0,0.0,1.72,26182,2.12,3.85,2.66,9.76,8.77,5.44,11.93,11.95,,"MADISON, WI",WI,"<[OK] Google - Geocode [Madison, WI, USA]>",1,DANE,"DANE, WI",-2894.0,-5492.0,-10030.0,-13578.0,15710.0,19258.0,23796.0,26394.0,3733,12.3818368768,2617,9.9954166985,3967,5083,15.1516308915,17.6499183999,28.1320897404,2.0,71.0,4.23880597015,83.0,4.7212741752,76.0,4.1439476554,48.0,2.55047821467,80.0,4.07747196738,128.0,6.52395514781,3.59869138495,62.0,1.06983333333,2.25081818182,-2.43,-30.0,0.06,1.55844155844,2.44,30.1234567901,5.08,190.977443609,-0.07,-0.864197530864,-0.76,-35.8490566038,16.4389312977,17.2691131498,14.2758996728,14.6783893986,0.1,2.44,average,Wisconsin                                                                                                                     ,413723.0,272099.0,-141624.0
14364,2.12,1.28,3.89,2.16,676,(V12) (676) MC TOMAH WI,1016.0,1026.0,1066.0,1095.0,1085.0,1085.0,676to,16480,4.36,2.97,8.33,3.74,17199,1.14,1.71,5.58,1.78,676,"(V12) (676) Tomah, WI",41.0,2.0,1.0,1.17,17161,1.47,2.44,2.99,18.58,11.59,8.87,5.58,17.35,,"TOMAH, WI",WI,"<[OK] Google - Geocode [Tomah, WI 54660, USA]>",4,MONROE,"MONROE, WI",93.0,127.0,103.0,-29.0,5119.0,5251.0,5275.0,5241.0,2116,14.731272626,38,0.221432317464,-2797,-719,-16.2985839986,-4.18047560905,-74.2938863068,3.0,10.0,0.974658869396,40.0,3.75234521576,29.0,2.64840182648,-10.0,-0.921658986175,0.0,0.0,-10.0,-0.921658986175,3.74429223744,-51.0,0.651658536585,0.341853658537,1.69,132.03125,-0.73,-29.9180327869,4.44,346.875,2.59,86.6220735786,1.58,123.4375,0.31,21.0884353741,13.1178082192,15.1889400922,15.6721461187,15.8516129032,2.24,-0.03,average,Wisconsin                                                                                                                     ,413723.0,272099.0,-141624.0
55515,9.0,1.25,10.45,4.55,695,(V12) (695) MC MILWAUKEE WI,3332.0,3466.0,3627.0,3740.0,3850.0,4029.0,695mi,68285,7.09,9.73,7.83,6.33,59249,3.87,5.67,6.95,4.08,695,"(V12) (695) Milwaukee, WI",96.0,1.0,1.0,2.58,54663,1.79,0.83,4.6,8.89,10.93,10.39,8.53,9.19,1.0,"MILWAUKEE, WI",WI,"<[OK] Google - Geocode [Milwaukee, WI, USA]>",1,MILWAUKEE,"MILWAUKEE, WI",-8272.0,-15314.0,-25902.0,-32826.0,19941.0,26865.0,37453.0,44495.0,12770,23.0027920382,4586,8.38958710645,852,9036,1.55864112837,15.2508903104,960.563380282,2.0,134.0,3.86612810156,161.0,4.43893024538,113.0,3.02139037433,110.0,2.85714285714,179.0,4.44278977414,289.0,7.17299578059,2.56684491979,193.0,0.323354166667,0.486979166667,8.48,678.4,4.84,583.13253012,-2.62,-209.6,2.35,51.0869565217,1.78,142.4,2.29,127.932960894,14.8435828877,16.9483742864,14.6157754011,14.7056341524,-1.91,1.29,large,Wisconsin                                                                                                                     ,413723.0,272099.0,-141624.0
43676,1.09,1.95,2.84,1.31,589co,,,,,,,,589co,44752,5.22,2.53,9.56,5.03,26827,2.72,1.84,6.66,2.0,589,"(V15) (589) Columbia, MO",65.0,0.0,1.0,1.27,24293,1.13,2.1,2.53,,,,,,1.0,"COLUMBIA, MO",MO,"<[OK] Google - Geocode [Columbia, MO, USA]>",1,BOONE,"BOONE, MO",-210.0,-496.0,-1201.0,-1934.0,8974.0,9707.0,10412.0,10698.0,1076,2.46359556736,2534,10.4309883506,19383,17925,79.7884164163,66.8170127111,-7.52205540938,1.0,,,,,,,,,,,,,,,,,0.58,29.7435897436,-0.26,-12.380952381,6.72,344.615384615,4.13,163.241106719,3.72,190.769230769,0.87,76.9911504425,,,,,4.13,1.45,average,Missouri                                                                                                                       ,494346.0,369758.0,-124588.0
33338,5.05,5.44,6.33,3.96,589ka,(V15) (589) HCS KANSAS CITY MO,5668.0,5513.0,5628.0,5783.0,6093.0,6343.0,589ka,41042,3.45,3.66,5.71,4.93,32097,2.22,2.5,4.74,2.88,589,"(V15) (589) Kansas City, MO",143.0,2.0,0.0,2.24,29310,1.25,1.49,3.55,5.91,8.22,5.9,7.58,9.88,3.0,"KANSAS CITY, MO",MO,"<[OK] Google - Geocode [Kansas City, MO, USA]>",1,JACKSON,"JACKSON, MO",-5612.0,-10790.0,-19736.0,-26617.0,22290.0,29171.0,38117.0,43295.0,7704,23.1087647729,2787,9.50870010235,4028,8945,13.7427499147,27.8686481603,122.070506455,2.0,-155.0,-2.81153636858,115.0,2.04335465529,155.0,2.68026975618,310.0,5.08780567865,250.0,3.94135267224,560.0,8.82862998581,2.47276500086,417.0,0.602564335664,2.19996643357,-1.78,-32.7205882353,1.01,67.7852348993,-0.62,-11.3970588235,1.19,33.5211267606,0.97,17.8308823529,1.63,130.4,5.76482794397,6.47043985496,5.06830364863,5.06022386883,-1.6,-0.02,large,Missouri                                                                                                                       ,494346.0,369758.0,-124588.0
34485,2.6,3.12,4.47,1.01,589ea,,,,,,,,589ea,35463,4.92,6.39,6.86,3.49,32295,2.44,5.74,4.32,1.23,589,"(V15) (589) Eastern KS HCS, KS",76.0,0.0,2.0,1.18,31391,0.71,1.17,2.65,,,,,,3.0,"EASTERN KS HCS, KS",KS,<[ZERO_RESULTS] Google - Geocode>,0,,,,,,,,,,,978,2.83601565898,904,2.87980631391,3094,3168,9.85632824695,9.80956804459,2.39172592114,2.0,,,,,,,,,,,,,,,,,3.27,104.807692308,4.57,390.598290598,2.39,76.6025641026,1.67,63.0188679245,2.48,79.4871794872,0.52,73.2394366197,,,,,2.32,1.26,average,Kansas                                                                                                             ,221206.0,174590.0,-46616.0
17720,5.33,4.3,9.28,2.67,589wi,,,,,,,,589wi,20583,4.53,2.89,8.89,1.13,19997,1.79,1.51,5.15,0.99,589,"(V15) (589) Wichita, KS",58.0,0.0,1.0,1.49,19135,1.77,2.07,4.01,,,,,,1.0,"WICHITA, KS",KS,"<[OK] Google - Geocode [Wichita, KS, USA]>",1,SEDGWICK,"SEDGWICK, KS",-2693.0,-4985.0,-8496.0,-11299.0,26968.0,29771.0,33282.0,35574.0,2863,16.1568848758,862,4.50483407369,-1415,586,-7.39482623465,2.93043956593,-141.413427562,1.0,,,,,,,,,,,,,,,,,-1.41,-32.7906976744,-0.56,-27.0531400966,-0.39,-9.06976744186,1.14,28.4289276808,-1.54,-35.8139534884,-0.78,-44.0677966102,,,,,-0.8,0.3,average,Kansas                                                                                                             ,221206.0,174590.0,-46616.0
21126,8.14,4.64,11.12,4.17,657ma,,,,,,,,657ma,28290,8.7,15.61,9.38,3.92,26110,5.33,10.07,7.59,3.2,657,"(V15) (657) Marion, IL",31.0,1.0,0.0,2.62,24741,3.47,2.43,5.22,,,,,,4.0,"MARION, IL",IL,"<[OK] Google - Geocode [Marion, IL, USA]>",1,WILLIAMSON,"WILLIAMSON, IL",-273.0,-563.0,-1075.0,-1510.0,4121.0,4556.0,5068.0,5358.0,7164,33.9108207895,1369,5.53332524959,-3615,2180,-14.6113738329,8.34929145921,-160.30428769,1.0,,,,,,,,,,,,,,,,,10.97,236.422413793,7.64,314.403292181,-1.74,-37.5,2.37,45.4022988506,-0.25,-5.38793103448,-0.27,-7.78097982709,,,,,0.56,2.71,average,Illinois                                                                                                               ,721575.0,468704.0,-252871.0
11284,7.83,3.57,11.66,4.69,657po,,,,,,,,657po,11472,3.2,7.19,8.14,3.58,14244,1.3,2.95,5.64,2.82,657,"(V15) (657) Poplar Bluff, MO",26.0,1.0,0.0,2.7,13346,1.81,2.0,6.58,,,,,,1.0,"POPLAR BLUFF, MO",MO,"<[OK] Google - Geocode [657 Poplar St, Poplar Bluff, MO 63901, USA]>",9,BUTLER,"BUTLER, MO",-183.0,-411.0,-869.0,-1323.0,2750.0,3204.0,3662.0,3890.0,188,1.66607585962,898,6.72860782257,-2062,-2772,-15.4503221939,-19.4608256108,34.4325897187,1.0,,,,,,,,,,,,,,,,,3.62,101.400560224,0.95,47.5,-3.52,-98.5994397759,-0.94,-14.2857142857,-1.11,-31.0924369748,1.01,55.8011049724,,,,,-4.63,-1.4,average,Missouri                                                                                                                       ,494346.0,369758.0,-124588.0
54377,1.63,3.57,5.52,4.04,657st,(V15) (657) HCS ST LOUIS MO,4436.0,4329.0,4441.0,4825.0,5076.0,5125.0,657st,57175,7.44,11.69,11.48,4.18,42257,2.16,6.44,5.62,3.52,657,"(V15) (657) St. Louis, MO",249.0,3.0,0.0,1.56,41239,3.43,1.31,4.16,11.97,15.83,13.69,9.62,12.24,1.0,"ST. LOUIS, MO",MO,"<[OK] Google - Geocode [657 Missouri Ave, East St Louis, IL 62201, USA]>",9,ST CLAIR,"ST CLAIR, MO",,,,,,,,,2798,5.14555786454,1018,2.46853706443,13138,14918,31.8581924877,35.3030267175,13.5484853098,3.0,-107.0,-2.4717024717,112.0,2.52195451475,384.0,7.9585492228,251.0,4.94483845548,49.0,0.956097560976,300.0,5.85365853659,5.16062176166,51.0,0.253845381526,0.691777108434,8.12,227.450980392,5.13,391.603053435,5.96,166.946778711,1.46,35.0961538462,0.14,3.92156862745,0.09,2.62390670554,11.2698445596,11.156097561,8.54694300518,8.24526829268,5.81,0.6,large,Missouri                                                                                                                       ,494346.0,369758.0,-124588.0
25904,8.46,4.69,13.7,3.38,502,(V16) (502) MC ALEXANDRIA LA,1229.0,1251.0,1298.0,1271.0,1297.0,1224.0,502al,32722,7.55,8.05,13.81,6.44,21473,3.93,8.09,6.31,3.99,502,"(V16) (502) Alexandria, LA",47.0,1.0,0.0,2.44,21739,2.09,2.15,4.77,10.49,13.9,9.36,20.61,11.46,1.0,"ALEXANDRIA, LA",LA,"<[OK] Google - Geocode [Alexandria, LA, USA]>",2,RAPIDES,"RAPIDES, LA",,,,,,,,,6818,26.3202594194,-266,-1.22360734164,4165,11249,19.1591149547,52.3867182043,170.084033613,1.0,22.0,1.7585931255,47.0,3.62095531587,-27.0,-2.1243115657,26.0,2.00462606014,-73.0,-5.96405228758,-47.0,-3.83986928105,3.69787568843,-94.0,0.581414893617,1.26829574468,3.36,71.6417910448,5.94,276.279069767,0.11,2.34541577825,1.54,32.285115304,3.06,65.2452025586,1.9,90.9090909091,20.3808025177,26.7336601307,17.1038552321,17.5433006536,-0.91,1.49,average,Louisiana                                                                                                        ,330145.0,258416.0,-71729.0
49790,16.61,14.8,17.25,10.91,520,(V16) (520) MC BILOXI MS,1817.0,1924.0,2125.0,2172.0,2289.0,2235.0,520gu,47039,8.35,11.75,7.64,12.39,52969,2.6,5.54,4.92,5.42,520,"(V16) (520) Gulf Coast HCS, MS",84.0,1.0,0.0,5.01,49730,4.37,8.2,6.35,9.71,8.73,3.96,9.26,12.39,3.0,"GULF COAST HCS, MS",MS,<[ZERO_RESULTS] Google - Geocode>,0,,,,,,,,,,,-2751,-5.52520586463,3239,6.51317112407,60,-5930,0.120651518198,-11.1952273972,-9983.33333333,1.0,107.0,5.56133056133,201.0,9.45882352941,47.0,2.16390423573,117.0,5.11140235911,-54.0,-2.41610738255,63.0,2.81879194631,3.86740331492,-21.0,2.12028571429,3.82685714286,-3.05,-20.6081081081,-2.66,-32.4390243902,-9.61,-64.9324324324,-1.43,-22.5196850394,1.48,10.0,1.05,24.0274599542,22.923572744,21.0465324385,22.8959484346,23.6997762864,-8.26,-2.41,average,Mississippi,220389.0,189092.0,-31297.0
35151,7.72,2.86,10.02,6.95,564,(V16) (564) MC FAYETTEVILLE AR,1252.0,1252.0,1413.0,1482.0,1507.0,1449.0,564fa,49205,3.1,2.47,5.29,2.31,35956,1.97,2.33,5.16,1.94,564,"(V16) (564) Fayetteville, AR",53.0,1.0,0.0,3.07,32228,3.63,2.26,5.25,8.29,10.69,8.48,10.97,9.26,5.0,"FAYETTEVILLE, AR",AR,"<[OK] Google - Geocode [Fayetteville, AR, USA]>",1,WASHINGTON,"WASHINGTON, AR",-218.0,-735.0,-2071.0,-3420.0,10046.0,11395.0,12731.0,13248.0,14054,39.9817928366,3728,11.5675809855,2923,13249,9.06975300981,36.8478139949,353.267191242,1.0,0.0,0.0,161.0,11.3941967445,69.0,4.65587044534,25.0,1.65892501659,-58.0,-4.0027605245,-33.0,-2.27743271222,3.57624831309,-86.0,0.631947169811,0.799720754717,-0.39,-13.6363636364,0.07,3.09734513274,-4.73,-165.384615385,-0.09,-1.71428571429,-4.64,-162.237762238,-1.69,-46.5564738292,23.7186234818,33.9579020014,21.7462887989,24.8143547274,-4.62,-1.1,average,Arkansas                                                                                                                       ,249274.0,210720.0,-38555.0
97792,8.89,12.43,6.09,5.12,580,(V16) (580) MC HOUSTON TX,3779.0,3905.0,4180.0,4547.0,4723.0,4840.0,580ho,100308,3.55,4.73,5.36,2.8,84275,1.35,3.06,3.58,2.17,580,"(V16) (580) Houston, TX",187.0,0.0,1.0,2.67,75486,1.93,4.02,2.81,5.59,6.19,7.98,7.71,7.17,6.0,"HOUSTON, TX",TX,"<[OK] Google - Geocode [Houston, TX, USA]>",1,HARRIS,"HARRIS, TX",-18085.0,-37144.0,-72835.0,-99329.0,91500.0,117994.0,153685.0,172744.0,2516,2.57280759162,8789,11.6432186101,22306,16033,29.5498503034,19.024621774,-28.122478257,1.0,126.0,3.22663252241,275.0,6.57894736842,367.0,8.07125577304,176.0,3.72644505611,117.0,2.4173553719,293.0,6.05371900826,4.11260171542,106.0,0.97748342246,3.02241764706,-7.7,-61.9469026549,-0.96,-23.8805970149,-0.73,-5.87288817377,0.77,27.4021352313,-2.32,-18.6645213194,0.24,12.4352331606,21.5069276446,20.7247933884,16.6012755663,17.4121900826,-5.34,-1.32,large,Texas                                                                                                                          ,1680418.0,1527098.0,-153320.0
