CO/VISN,Office/Facility,Station,Occupation,NbrEmps,ID
20,"VAMC Spokane, WA",668,610,25,
20,"VAMC Spokane, WA",668,620,2,
20,"VAMC Spokane, WA",668,621,1,
20,"VAMC Spokane, WA",668,630,4,
20,"VAMC Spokane, WA",668,631,3,
20,"VAMC Spokane, WA",668,633,3,
20,"VAMC Spokane, WA",668,636,1,
20,"VAMC Spokane, WA",668,640,9,
20,"VAMC Spokane, WA",668,644,1,
20,"VAMC Spokane, WA",668,645,1,
20,"VAMC Spokane, WA",668,649,1,
20,"VAMC Spokane, WA",668,660,2,
20,"VAMC Spokane, WA",668,662,5,
20,"VAMC Spokane, WA",668,665,2,
20,"VAMC Spokane, WA",668,679,23,
20,"VAMC Spokane, WA",668,680,1,
20,"VAMC Spokane, WA",668,681,3,
20,"VAMC Spokane, WA",668,998,2,
20,"VAMC Spokane, WA",668,1715,1,
20,"VAMC Walla Walla, WA",687,185,2,
20,"VAMC Walla Walla, WA",687,610,3,
20,"VAMC Walla Walla, WA",687,620,1,
20,"VAMC Walla Walla, WA",687,622,2,
20,"VAMC Walla Walla, WA",687,640,4,
20,"VAMC Walla Walla, WA",687,662,2,
20,"VAMC Walla Walla, WA",687,679,65,
20,"VAMC Walla Walla, WA",687,680,1,
20,"VAMC Walla Walla, WA",687,681,2,
21,HCS Central California (Fresno),570,180,2,
21,HCS Central California (Fresno),570,185,4,
21,HCS Central California (Fresno),570,301,1,
21,HCS Central California (Fresno),570,303,1,
21,HCS Central California (Fresno),570,602,19,
21,HCS Central California (Fresno),570,603,4,
21,HCS Central California (Fresno),570,605,1,
21,HCS Central California (Fresno),570,610,27,
21,HCS Central California (Fresno),570,620,15,
21,HCS Central California (Fresno),570,633,3,
21,HCS Central California (Fresno),570,636,1,
21,HCS Central California (Fresno),570,640,4,
21,HCS Central California (Fresno),570,647,2,
21,HCS Central California (Fresno),570,649,3,
21,HCS Central California (Fresno),570,660,6,
21,HCS Central California (Fresno),570,662,1,
21,HCS Central California (Fresno),570,665,1,
21,HCS Central California (Fresno),570,668,2,
21,HCS Central California (Fresno),570,679,23,
21,HCS Central California (Fresno),570,680,2,
21,HCS Northern California (Mather),612,180,8,
21,HCS Northern California (Mather),612,185,7,
21,HCS Northern California (Mather),612,301,3,
21,HCS Northern California (Mather),612,303,6,
21,HCS Northern California (Mather),612,318,1,
21,HCS Northern California (Mather),612,344,3,
21,HCS Northern California (Mather),612,601,1,
21,HCS Northern California (Mather),612,602,17,
21,HCS Northern California (Mather),612,603,1,
21,HCS Northern California (Mather),612,610,18,
21,HCS Northern California (Mather),612,620,7,
21,HCS Northern California (Mather),612,621,3,
21,HCS Northern California (Mather),612,631,2,
21,HCS Northern California (Mather),612,636,2,
21,HCS Northern California (Mather),612,640,2,
21,HCS Northern California (Mather),612,644,1,
21,HCS Northern California (Mather),612,647,2,
21,HCS Northern California (Mather),612,649,5,
21,HCS Northern California (Mather),612,660,1,
21,HCS Northern California (Mather),612,665,1,
21,HCS Northern California (Mather),612,671,1,
21,HCS Northern California (Mather),612,675,2,
21,HCS Northern California (Mather),612,679,57,
21,HCS Northern California (Mather),612,680,2,
21,HCS Northern California (Mather),612,681,6,
21,HCS Northern California (Mather),612,682,1,
21,HCS Northern California (Mather),612,1715,2,
21,HCS Northern California (Mather),612,3566,1,
21,"HCS Pacific Islands (Honolulu, HI)",459,102,1,
21,"HCS Pacific Islands (Honolulu, HI)",459,180,6,
21,"HCS Pacific Islands (Honolulu, HI)",459,185,1,
21,"HCS Pacific Islands (Honolulu, HI)",459,301,1,
21,"HCS Pacific Islands (Honolulu, HI)",459,318,1,
21,"HCS Pacific Islands (Honolulu, HI)",459,343,1,
21,"HCS Pacific Islands (Honolulu, HI)",459,602,14,
21,"HCS Pacific Islands (Honolulu, HI)",459,610,36,
21,"HCS Pacific Islands (Honolulu, HI)",459,620,4,
21,"HCS Pacific Islands (Honolulu, HI)",459,633,1,
21,"HCS Pacific Islands (Honolulu, HI)",459,636,1,
21,"HCS Pacific Islands (Honolulu, HI)",459,640,6,
21,"HCS Pacific Islands (Honolulu, HI)",459,660,5,
21,"HCS Pacific Islands (Honolulu, HI)",459,661,2,
21,"HCS Pacific Islands (Honolulu, HI)",459,665,2,
21,"HCS Pacific Islands (Honolulu, HI)",459,679,8,
21,"HCS Pacific Islands (Honolulu, HI)",459,681,2,
21,"HCS Palo Alto, CA",640,102,1,
21,"HCS Palo Alto, CA",640,185,2,
21,"HCS Palo Alto, CA",640,303,6,
21,"HCS Palo Alto, CA",640,540,1,
21,"HCS Palo Alto, CA",640,601,2,
21,"HCS Palo Alto, CA",640,602,15,
21,"HCS Palo Alto, CA",640,610,65,
21,"HCS Palo Alto, CA",640,620,8,
21,"HCS Palo Alto, CA",640,621,3,
21,"HCS Palo Alto, CA",640,630,2,
21,"HCS Palo Alto, CA",640,631,4,
21,"HCS Palo Alto, CA",640,633,3,
21,"HCS Palo Alto, CA",640,638,2,
21,"HCS Palo Alto, CA",640,640,14,
21,"HCS Palo Alto, CA",640,644,2,
21,"HCS Palo Alto, CA",640,646,1,
21,"HCS Palo Alto, CA",640,649,2,
21,"HCS Palo Alto, CA",640,660,11,
21,"HCS Palo Alto, CA",640,661,9,
21,"HCS Palo Alto, CA",640,662,1,
21,"HCS Palo Alto, CA",640,679,9,
21,"HCS Palo Alto, CA",640,681,2,
21,"HCS San Francisco, CA",662,102,1,
21,"HCS San Francisco, CA",662,180,10,
21,"HCS San Francisco, CA",662,185,7,
21,"HCS San Francisco, CA",662,303,5,
21,"HCS San Francisco, CA",662,343,1,
21,"HCS San Francisco, CA",662,601,2,
21,"HCS San Francisco, CA",662,602,8,
21,"HCS San Francisco, CA",662,603,1,
21,"HCS San Francisco, CA",662,610,45,
21,"HCS San Francisco, CA",662,620,14,
21,"HCS San Francisco, CA",662,621,1,
21,"HCS San Francisco, CA",662,631,1,
21,"HCS San Francisco, CA",662,633,6,
21,"HCS San Francisco, CA",662,640,2,
21,"HCS San Francisco, CA",662,649,2,
21,"HCS San Francisco, CA",662,660,3,
21,"HCS San Francisco, CA",662,662,2,
21,"HCS San Francisco, CA",662,665,3,
21,"HCS San Francisco, CA",662,668,1,
21,"HCS San Francisco, CA",662,679,38,
21,"HCS San Francisco, CA",662,680,2,
21,"HCS San Francisco, CA",662,681,4,
21,"HCS San Francisco, CA",662,1701,1,
21,HCS Sierra Nevada (Reno),654,180,5,
21,HCS Sierra Nevada (Reno),654,185,7,
21,HCS Sierra Nevada (Reno),654,303,10,
21,HCS Sierra Nevada (Reno),654,601,1,
21,HCS Sierra Nevada (Reno),654,602,9,
21,HCS Sierra Nevada (Reno),654,610,49,
21,HCS Sierra Nevada (Reno),654,620,6,
21,HCS Sierra Nevada (Reno),654,621,12,
21,HCS Sierra Nevada (Reno),654,633,2,
21,HCS Sierra Nevada (Reno),654,638,1,
21,HCS Sierra Nevada (Reno),654,640,3,
21,HCS Sierra Nevada (Reno),654,645,2,
21,HCS Sierra Nevada (Reno),654,647,1,
21,HCS Sierra Nevada (Reno),654,649,2,
21,HCS Sierra Nevada (Reno),654,660,7,
21,HCS Sierra Nevada (Reno),654,661,1,
21,HCS Sierra Nevada (Reno),654,662,1,
21,HCS Sierra Nevada (Reno),654,665,1,
21,HCS Sierra Nevada (Reno),654,671,2,
21,HCS Sierra Nevada (Reno),654,679,23,
21,HCS Sierra Nevada (Reno),654,680,1,
21,HCS Sierra Nevada (Reno),654,681,1,
21,HCS Southern Nevada (N Vegas),593,180,5,
21,HCS Southern Nevada (N Vegas),593,185,7,
21,HCS Southern Nevada (N Vegas),593,301,2,
21,HCS Southern Nevada (N Vegas),593,303,13,
21,HCS Southern Nevada (N Vegas),593,602,23,
21,HCS Southern Nevada (N Vegas),593,603,1,
21,HCS Southern Nevada (N Vegas),593,610,22,
21,HCS Southern Nevada (N Vegas),593,620,4,
21,HCS Southern Nevada (N Vegas),593,633,3,
21,HCS Southern Nevada (N Vegas),593,640,5,
21,HCS Southern Nevada (N Vegas),593,649,4,
21,HCS Southern Nevada (N Vegas),593,665,2,
21,HCS Southern Nevada (N Vegas),593,679,14,
21,HCS Southern Nevada (N Vegas),593,681,2,
22,"HCS Greater Los Angeles, CA",691,180,11,
22,"HCS Greater Los Angeles, CA",691,185,4,
22,"HCS Greater Los Angeles, CA",691,301,2,
22,"HCS Greater Los Angeles, CA",691,343,4,
22,"HCS Greater Los Angeles, CA",691,602,19,
22,"HCS Greater Los Angeles, CA",691,603,3,
22,"HCS Greater Los Angeles, CA",691,605,2,
22,"HCS Greater Los Angeles, CA",691,610,22,
22,"HCS Greater Los Angeles, CA",691,620,9,
22,"HCS Greater Los Angeles, CA",691,630,1,
22,"HCS Greater Los Angeles, CA",691,633,2,
22,"HCS Greater Los Angeles, CA",691,645,1,
22,"HCS Greater Los Angeles, CA",691,649,1,
22,"HCS Greater Los Angeles, CA",691,660,5,
22,"HCS Greater Los Angeles, CA",691,662,1,
22,"HCS Greater Los Angeles, CA",691,668,1,
22,"HCS Greater Los Angeles, CA",691,679,14,
22,"HCS Greater Los Angeles, CA",691,998,6,
22,"HCS Loma Linda, CA",605,60,1,
22,"HCS Loma Linda, CA",605,101,5,
22,"HCS Loma Linda, CA",605,102,1,
22,"HCS Loma Linda, CA",605,180,14,
22,"HCS Loma Linda, CA",605,185,21,
22,"HCS Loma Linda, CA",605,303,9,
22,"HCS Loma Linda, CA",605,601,3,
22,"HCS Loma Linda, CA",605,602,43,
22,"HCS Loma Linda, CA",605,603,1,
22,"HCS Loma Linda, CA",605,610,42,
22,"HCS Loma Linda, CA",605,620,16,
22,"HCS Loma Linda, CA",605,633,2,
22,"HCS Loma Linda, CA",605,636,1,
22,"HCS Loma Linda, CA",605,640,11,
22,"HCS Loma Linda, CA",605,647,8,
22,"HCS Loma Linda, CA",605,649,6,
22,"HCS Loma Linda, CA",605,660,1,
22,"HCS Loma Linda, CA",605,662,1,
22,"HCS Loma Linda, CA",605,665,6,
22,"HCS Loma Linda, CA",605,671,1,
22,"HCS Loma Linda, CA",605,679,19,
22,"HCS Loma Linda, CA",605,680,1,
22,"HCS Loma Linda, CA",605,682,2,
22,"HCS Long Beach, CA",600,102,1,
22,"HCS Long Beach, CA",600,180,18,
22,"HCS Long Beach, CA",600,185,13,
22,"HCS Long Beach, CA",600,301,2,
22,"HCS Long Beach, CA",600,303,3,
22,"HCS Long Beach, CA",600,602,23,
22,"HCS Long Beach, CA",600,605,2,
22,"HCS Long Beach, CA",600,610,26,
22,"HCS Long Beach, CA",600,620,4,
22,"HCS Long Beach, CA",600,621,3,
22,"HCS Long Beach, CA",600,631,1,
22,"HCS Long Beach, CA",600,633,1,
22,"HCS Long Beach, CA",600,640,4,
22,"HCS Long Beach, CA",600,660,20,
22,"HCS Long Beach, CA",600,662,1,
22,"HCS Long Beach, CA",600,665,1,
22,"HCS Long Beach, CA",600,679,16,
22,"HCS Long Beach, CA",600,682,1,
22,"HCS San Diego, CA",664,180,8,
22,"HCS San Diego, CA",664,185,2,
22,"HCS San Diego, CA",664,303,2,
22,"HCS San Diego, CA",664,343,1,
22,"HCS San Diego, CA",664,601,4,
22,"HCS San Diego, CA",664,602,13,
22,"HCS San Diego, CA",664,605,2,
22,"HCS San Diego, CA",664,610,42,
22,"HCS San Diego, CA",664,620,15,
22,"HCS San Diego, CA",664,640,2,
22,"HCS San Diego, CA",664,647,4,
22,"HCS San Diego, CA",664,649,1,
22,"HCS San Diego, CA",664,660,1,
22,"HCS San Diego, CA",664,662,1,
22,"HCS San Diego, CA",664,679,46,
23,"HCS Black Hills, SD",568,180,2,
23,"HCS Black Hills, SD",568,602,4,
23,"HCS Black Hills, SD",568,603,1,
23,"HCS Black Hills, SD",568,610,2,
23,"HCS Black Hills, SD",568,630,1,
23,"HCS Black Hills, SD",568,633,1,
23,"HCS Black Hills, SD",568,662,1,
23,"HCS Black Hills, SD",568,665,1,
23,"HCS Black Hills, SD",568,668,1,
23,"HCS Black Hills, SD",568,679,2,
23,"HCS Black Hills, SD",568,680,1,
23,"HCS Black Hills, SD",568,681,3,
23,HCS Central Iowa (Des Moines),636 D,101,1,636ce
23,HCS Central Iowa (Des Moines),636 D,180,5,636ce
23,HCS Central Iowa (Des Moines),636 D,185,7,636ce
23,HCS Central Iowa (Des Moines),636 D,303,1,636ce
23,HCS Central Iowa (Des Moines),636 D,343,2,636ce
23,HCS Central Iowa (Des Moines),636 D,601,1,636ce
23,HCS Central Iowa (Des Moines),636 D,602,6,636ce
23,HCS Central Iowa (Des Moines),636 D,603,1,636ce
23,HCS Central Iowa (Des Moines),636 D,610,24,636ce
23,HCS Central Iowa (Des Moines),636 D,630,1,636ce
23,HCS Central Iowa (Des Moines),636 D,631,1,636ce
23,HCS Central Iowa (Des Moines),636 D,633,1,636ce
23,HCS Central Iowa (Des Moines),636 D,638,1,636ce
23,HCS Central Iowa (Des Moines),636 D,640,2,636ce
23,HCS Central Iowa (Des Moines),636 D,647,1,636ce
23,HCS Central Iowa (Des Moines),636 D,649,1,636ce
23,HCS Central Iowa (Des Moines),636 D,660,1,636ce
23,HCS Central Iowa (Des Moines),636 D,671,1,636ce
23,HCS Central Iowa (Des Moines),636 D,679,12,636ce
23,HCS Central Iowa (Des Moines),636 D,680,2,636ce
23,HCS Central Iowa (Des Moines),636 D,682,1,636ce
23,"HCS Fargo, ND",437,60,1,
23,"HCS Fargo, ND",437,180,1,
23,"HCS Fargo, ND",437,185,2,
23,"HCS Fargo, ND",437,301,1,
23,"HCS Fargo, ND",437,602,5,
23,"HCS Fargo, ND",437,603,3,
23,"HCS Fargo, ND",437,610,15,
23,"HCS Fargo, ND",437,620,1,
23,"HCS Fargo, ND",437,621,1,
23,"HCS Fargo, ND",437,630,1,
23,"HCS Fargo, ND",437,640,1,
23,"HCS Fargo, ND",437,647,3,
23,"HCS Fargo, ND",437,660,3,
23,"HCS Fargo, ND",437,679,8,
23,"HCS Iowa City, IA",636 I,180,2,636io
23,"HCS Iowa City, IA",636 I,185,1,636io
23,"HCS Iowa City, IA",636 I,343,1,636io
23,"HCS Iowa City, IA",636 I,602,9,636io
23,"HCS Iowa City, IA",636 I,610,16,636io
23,"HCS Iowa City, IA",636 I,620,11,636io
23,"HCS Iowa City, IA",636 I,631,1,636io
23,"HCS Iowa City, IA",636 I,640,2,636io
23,"HCS Iowa City, IA",636 I,649,3,636io
23,"HCS Iowa City, IA",636 I,660,8,636io
23,"HCS Iowa City, IA",636 I,679,28,636io
23,"HCS Iowa City, IA",636 I,681,2,636io
23,"HCS Minneapolis, MN",618,180,11,
23,"HCS Minneapolis, MN",618,185,1,
23,"HCS Minneapolis, MN",618,303,1,
23,"HCS Minneapolis, MN",618,602,9,
23,"HCS Minneapolis, MN",618,603,1,
23,"HCS Minneapolis, MN",618,610,23,
23,"HCS Minneapolis, MN",618,620,2,
23,"HCS Minneapolis, MN",618,631,1,
23,"HCS Minneapolis, MN",618,640,1,
23,"HCS Minneapolis, MN",618,660,1,
23,"HCS Minneapolis, MN",618,665,2,
23,"HCS Minneapolis, MN",618,675,2,
23,"HCS Minneapolis, MN",618,679,12,
23,"HCS Minneapolis, MN",618,681,6,
23,"HCS Minneapolis, MN",618,1715,2,
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,602,7,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,610,15,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,620,5,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,640,1,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,665,1,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,668,2,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,679,14,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,680,4,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,681,7,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,682,2,636ne
23,"HCS Nebraska-Western Iowa (Omaha, NE)",636,683,1,636ne
23,"HCS Sioux Falls, SD",438,180,3,
23,"HCS Sioux Falls, SD",438,185,2,
23,"HCS Sioux Falls, SD",438,303,2,
23,"HCS Sioux Falls, SD",438,602,7,
23,"HCS Sioux Falls, SD",438,603,4,
23,"HCS Sioux Falls, SD",438,610,12,
23,"HCS Sioux Falls, SD",438,620,7,
23,"HCS Sioux Falls, SD",438,640,6,
23,"HCS Sioux Falls, SD",438,660,1,
23,"HCS Sioux Falls, SD",438,679,21,
23,"HCS St. Cloud, MN",656,180,2,
23,"HCS St. Cloud, MN",656,185,1,
23,"HCS St. Cloud, MN",656,303,1,
23,"HCS St. Cloud, MN",656,602,6,
23,"HCS St. Cloud, MN",656,603,3,
23,"HCS St. Cloud, MN",656,610,23,
23,"HCS St. Cloud, MN",656,620,10,
23,"HCS St. Cloud, MN",656,631,1,
23,"HCS St. Cloud, MN",656,636,1,
23,"HCS St. Cloud, MN",656,640,2,
23,"HCS St. Cloud, MN",656,662,1,
23,"HCS St. Cloud, MN",656,665,1,
23,"HCS St. Cloud, MN",656,679,16,
23,"HCS St. Cloud, MN",656,680,2,
23,"HCS St. Cloud, MN",656,682,1,
23,"HCS St. Cloud, MN",656,2102,1,
