Appts_Pending_1412,%_Appts_Over_30_Pending_1412,PC_Wait_Pending_1412,SC_Wait_Pending_1412,MH_Wait_Pending_1412,ID,ORGANIZATION,MAY-FY11,MAY-FY12,MAY-FY13,MAY-FY14,MAY-FY15,MAY-FY16,Appts_Pending_1610,%_Appts_Over_30_Pending_1610,PC_Wait_Pending_1610,SC_Wait_Pending_1610,MH_Wait_Pending_1610,Appts_Complete_1608,%_Appts_Over_30_Complete_1608,PC_Wait_Complete_1608,SC_Wait_Complete_1608,MH_Wait_Complete_1608,Station,Location,for_dups,Choice_Hires,Interim,Vacancy,%_Appts_Over_30_Complete_1409,Appts_Complete_1409,MH_Wait_Complete_1409,PC_Wait_Complete_1409,SC_Wait_Complete_1409,Physician_Turnover_FY11,Physician_Turnover_FY12,Physician_Turnover_FY13,Physician_Turnover_FY14,Physician_Turnover_FY15,Pending_Increase,Pending_Increase_%,Complete_Increase,Complete_Increase_%,Missing_Leadership,Staff_11_To_12_Increase,Staff_11_To_12_Increase_%,Staff_12_To_13_Increase,Staff_12_To_13_Increase_%,Staff_13_To_14_Increase,Staff_13_To_14_Increase_%,Staff_14_To_15_Increase,Staff_14_To_15_Increase_%,Staff_15_To_16_Increase,Staff_15_To_16_Increase_%,Staff_14_To_16_Increase,Staff_14_To_16_Increase_%,Choice_Increase_%,Choice_Staff_Dif,PC_Wait_Pending_Increase,PC_Wait_Pending_Increase_%,PC_Wait_Complete_Increase,PC_Wait_Complete_Increase_%,SC_Wait_Pending_Increase,SC_Wait_Pending_Increase_%,SC_Wait_Complete_Increase,SC_Wait_Complete_Increase_%,MH_Wait_Pending_Increase,MH_Wait_Pending_Increase_%,MH_Wait_Complete_Increase,MH_Wait_Complete_Increase_%,Staff_To_Appts_Pending_14,Staff_To_Appts_Pending_16,Staff_To_Appts_Complete_14,Staff_To_Appts_Complete_16
52506,8.72%,9.35,6.92,8.1,671sa,(V17) (671) HCS SAN ANTONIO TX,3490.0,3381.0,3512.0,3559.0,3615.0,3761.0,96743,8.03%,5.98,10.94,2.63,61639,0.0532,6.45,7.34,2.54,671,"(V17) (671) San Antonio, TX",671,76.0,0.0,0.0,0.0307,58542,5.79,4.15,3.48,0.1133,0.1436,0.0886,0.1043,0.1035,44237,0.842513236582,3097,0.0529021898808,0.0,-109.0,-0.0322389825495,131.0,0.0373006833713,47.0,0.0132059567294,56.0,0.0154910096819,146.0,0.0388194629088,202.0,0.0537091199149,0.0213543130093,126.0,-3.37,-0.360427807487,2.3,0.55421686747,4.02,0.429946524064,3.86,1.1091954023,-5.47,-0.585026737968,-3.25,-0.561312607945,0.0677827295928,0.0388761977611,0.060793959892,0.0610165641883
78890,8.64%,11.98,8.25,6.64,674te,(V17) (674) HCS TEMPLE TX,3529.0,3345.0,3488.0,3686.0,3711.0,3909.0,103943,7.84%,10.04,7.86,4.56,73614,0.0415,9.95,5.57,3.93,674,"(V17) (674) Temple, TX",674,101.0,1.0,1.0,0.0425,68642,5.67,6.77,5.3,0.0902,0.09,0.1076,0.0766,0.1122,25053,0.317568766637,4972,0.0724337868943,2.0,-184.0,-0.0550074738416,143.0,0.040997706422,198.0,0.0537167661422,25.0,0.00673672864457,198.0,0.0506523407521,223.0,0.0570478383218,0.0274009766685,122.0,-1.94,-0.161936560935,3.18,0.469719350074,-0.39,-0.0325542570952,0.27,0.0509433962264,-2.08,-0.173622704508,-1.74,-0.306878306878,0.0467232855875,0.0376071500726,0.0536989015472,0.0531013122504
16935,12.72%,23.8,5.26,4.16,740va,(V17) (740) HCS HARLINGEN TX,437.0,502.0,611.0,687.0,746.0,830.0,20791,10.97%,17.65,14.38,3.07,21969,0.0518,5.01,13.11,2.15,740,(V17) (740) VA Texas Valley Coastal Bend HCS,740,36.0,1.0,0.0,0.0513,18101,5.62,5.79,5.21,0.1356,0.2304,0.1553,0.1115,0.2853,3856,0.227694124594,3868,0.213689851389,1.0,65.0,0.129482071713,109.0,0.178396072013,76.0,0.110625909753,59.0,0.0790884718499,84.0,0.101204819277,143.0,0.172289156627,0.0524017467249,107.0,-6.15,-0.258403361345,-0.78,-0.134715025907,9.12,0.383193277311,7.9,1.51631477927,-1.09,-0.0457983193277,-3.47,-0.61743772242,0.0405668733392,0.0399211197153,0.0379537042152,0.0377805088989
42373,13.57%,16.98,12.31,7.8,501ne,(V18) (501) HCS ALBUQUERQUE NM,2340.0,2370.0,2308.0,2384.0,2515.0,2616.0,56152,7.61%,7.67,9.32,10.96,38465,0.029,3.92,5.48,4.64,501,(V18) (501) New Mexico HCS,501,107.0,2.0,1.0,0.0557,37335,6.04,7.35,7.06,0.1029,0.1448,0.0636,0.1061,0.096,13779,0.325183489486,1130,0.0302665059596,3.0,30.0,0.0126582278481,-62.0,-0.026863084922,76.0,0.0318791946309,131.0,0.0520874751491,101.0,0.0386085626911,232.0,0.0886850152905,0.0448825503356,125.0,-9.31,-0.548292108363,-3.43,-0.466666666667,-2.99,-0.176089517079,-1.58,-0.223796033994,3.16,0.186101295642,-1.4,-0.23178807947,0.0562622424657,0.0465878330246,0.0638542922191,0.0680098791109
19467,7.29%,19.32,3.73,0.92,504am,(V18) (504) MC AMARILLO TX,1021.0,983.0,954.0,998.0,1088.0,1058.0,21802,17.73%,22.5,21.13,6.58,17731,0.0655,7.67,10.16,3.03,504,"(V18) (504) Amarillo, TX",504,60.0,0.0,0.0,0.0061,16734,0.49,1.0,1.83,0.078,0.1063,0.0626,0.136,0.1136,2335,0.119946576257,997,0.0595792996295,0.0,-38.0,-0.0386571719227,-29.0,-0.0303983228512,44.0,0.0440881763527,90.0,0.0827205882353,-30.0,-0.0283553875236,60.0,0.0567107750473,0.060120240481,0.0,3.18,0.164596273292,6.67,6.67,17.4,0.900621118012,8.33,4.55191256831,5.66,0.292960662526,2.54,5.18367346939,0.051266245441,0.048527658013,0.0596390582049,0.059669505386
7137,4.92%,7.11,6.33,8.1,519bi,(V18) (519) MC BIG SPRING TX,552.0,565.0,565.0,525.0,564.0,602.0,10575,5.65%,5.44,11.17,6.0,8754,0.0235,3.05,7.28,3.72,519,"(V18) (519) Big Spring, TX",519,105.0,1.0,1.0,0.0156,8981,5.41,2.53,6.09,0.2099,0.0365,0.1829,0.1649,0.0463,3438,0.481715006305,-227,-0.0252755817838,2.0,13.0,0.0230088495575,0.0,0.0,-40.0,-0.0761904761905,39.0,0.0691489361702,38.0,0.063122923588,77.0,0.127906976744,0.2,-28.0,-1.67,-0.23488045007,0.52,0.205533596838,4.84,0.680731364276,1.19,0.195402298851,-2.1,-0.295358649789,-1.69,-0.312384473198,0.073560319462,0.056926713948,0.0584567420109,0.0687685629427
68521,12.12%,12.49,17.85,5.98,644ph,(V18) (644) MC PHOENIX AZ,2398.0,2368.0,2443.0,2631.0,2981.0,3270.0,89835,9.09%,9.14,11.47,3.56,63232,0.0546,7.48,8.41,3.01,644,"(V18) (644) Phoenix, AZ",644,178.0,1.0,1.0,0.0483,55618,4.4,4.92,10.5,0.0891,0.0926,0.0963,0.0777,0.071,21314,0.311057923848,7614,0.136898126506,2.0,-30.0,-0.0126689189189,75.0,0.0306999590667,188.0,0.0714557202585,350.0,0.117410265012,289.0,0.088379204893,639.0,0.195412844037,0.0676548840745,461.0,-3.35,-0.268214571657,2.56,0.520325203252,-6.38,-0.510808646918,-2.09,-0.199047619048,-2.42,-0.193755004003,-1.39,-0.315909090909,0.0383969877848,0.0364000667891,0.0473048293718,0.0517143218623
13412,11.56%,8.57,17.58,0.33,649no,(V18) (649) HCS PRESCOTT AZ,930.0,880.0,910.0,932.0,1038.0,1077.0,16404,12.11%,9.03,17.61,4.64,16840,0.0429,4.29,10.08,1.39,649,(V18) (649) Northern Arizona HCS,649,46.0,1.0,0.0,0.0408,15069,0.19,3.57,8.51,0.0479,0.0455,0.1801,0.1705,0.1007,2992,0.223083805547,1771,0.117526046851,1.0,-50.0,-0.0568181818182,30.0,0.032967032967,22.0,0.0236051502146,106.0,0.102119460501,39.0,0.0362116991643,145.0,0.134633240483,0.049356223176,99.0,0.46,0.0536756126021,0.72,0.201680672269,0.03,0.00350058343057,1.57,0.184488836663,4.31,0.502917152859,1.2,6.31578947368,0.0694900089472,0.0656547183614,0.0618488287212,0.0639548693587
42340,6.47%,10.08,5.25,6.73,678so,(V18) (678) HCS TUCSON AZ,2215.0,2242.0,2219.0,2259.0,2395.0,2493.0,54592,7.27%,6.21,8.43,3.08,40820,0.0386,4.38,5.78,2.65,678,(V18) (678) Southern Arizona HCS,678,149.0,3.0,1.0,0.0157,36820,2.63,2.88,2.49,0.1001,0.1298,0.1127,0.108,0.0933,12252,0.28937175248,4000,0.108636610538,4.0,27.0,0.0120428189117,-23.0,-0.0103650292925,40.0,0.0177069499779,136.0,0.0567849686848,98.0,0.0393100681909,234.0,0.0938628158845,0.0659583886676,85.0,-3.87,-0.383928571429,1.5,0.520833333333,3.18,0.315476190476,3.29,1.32128514056,-3.65,-0.362103174603,0.02,0.00760456273764,0.0533538025508,0.045666031653,0.0613525258012,0.0610730034297
31077,11.92%,8.5,9.37,18.44,756el,(V18) (756) OC EL PASO TX,627.0,672.0,708.0,753.0,814.0,872.0,44429,5.63%,12.5,6.09,5.0,23694,0.0459,8.56,6.21,6.49,756,"(V18) (756) El Paso, TX",756,67.0,1.0,0.0,0.0521,20803,8.55,5.93,5.94,0.1453,0.0576,0.0823,0.1446,0.1808,13352,0.429642500885,2891,0.138970340816,1.0,45.0,0.0669642857143,36.0,0.0508474576271,45.0,0.0597609561753,61.0,0.0749385749386,58.0,0.0665137614679,119.0,0.136467889908,0.0889774236388,52.0,4.0,0.470588235294,2.63,0.443507588533,-3.28,-0.385882352941,0.27,0.0454545454545,-13.44,-1.58117647059,-2.06,-0.240935672515,0.0242301380442,0.0196268203201,0.0361967023987,0.0368025660505
18288,9.24%,15.45,4.56,4.23,436mo,(V19) (436) HCS FT HARRISON MT,1031.0,1034.0,1133.0,1253.0,1223.0,1219.0,25439,17.43%,15.41,20.03,4.32,20157,0.0759,6.79,12.4,2.91,436,(V19) (436) Montana HCS,436,42.0,2.0,0.0,0.0331,22091,3.48,5.57,2.74,0.0788,0.0505,0.0941,0.073,0.1101,7151,0.391021434821,-1934,-0.0875469648273,2.0,3.0,0.00290135396518,99.0,0.0873786407767,120.0,0.0957701516361,-30.0,-0.0245298446443,-4.0,-0.00328137817884,-34.0,-0.0278917145201,0.0335195530726,-76.0,-0.04,-0.00258899676375,1.22,0.219030520646,15.47,1.00129449838,9.66,3.52554744526,0.09,0.00582524271845,-0.57,-0.163793103448,0.0685148731409,0.0479185502575,0.0567199311937,0.0604752691373
13635,6.55%,5.12,6.92,5.86,442ch,(V19) (442) MROC CHEYENNE WY,573.0,586.0,636.0,694.0,758.0,853.0,18174,9.71%,4.56,11.71,7.04,14436,0.0543,3.12,7.96,4.16,442,"(V19) (442) Cheyenne, WY",442,120.0,1.0,0.0,0.0194,14301,2.8,1.41,4.24,0.0891,0.224,0.1124,0.073,0.1326,4539,0.332893289329,135,0.00943989930774,1.0,13.0,0.0221843003413,50.0,0.0786163522013,58.0,0.0835734870317,64.0,0.0844327176781,95.0,0.111371629543,159.0,0.186400937866,0.172910662824,39.0,-0.56,-0.109375,1.71,1.21276595745,4.79,0.935546875,3.72,0.877358490566,1.18,0.23046875,1.36,0.485714285714,0.0508984231757,0.0469351821283,0.0485280749598,0.0590883901358
62583,14.22%,9.56,13.25,14.78,554de,(V19) (554) HCS DENVER CO,2377.0,2472.0,2511.0,2487.0,2831.0,3057.0,76858,17.84%,15.38,18.97,9.39,59973,0.0865,9.62,11.49,5.01,554,"(V19) (554) Denver, CO",554,175.0,0.0,1.0,0.0483,48874,6.54,5.77,6.52,0.1031,0.0689,0.0878,0.1378,0.1369,14275,0.228097087068,11099,0.227094160494,1.0,95.0,0.038430420712,39.0,0.015531660693,-24.0,-0.00965018094089,344.0,0.121511833274,226.0,0.0739286882565,570.0,0.186457311089,0.070365902694,395.0,5.82,0.608786610879,3.85,0.667244367418,5.72,0.598326359833,4.97,0.76226993865,-5.39,-0.563807531381,-1.53,-0.233944954128,0.0397392263075,0.0397746493534,0.0508859516307,0.050972937822
8654,4.25%,3.33,6.3,2.67,575gr,(V19) (575) MC GR JUNCTION CO,582.0,587.0,583.0,590.0,625.0,651.0,10929,8.94%,16.72,8.12,1.83,11033,0.0568,6.35,7.03,1.74,575,"(V19) (575) Grand Junction, CO",575,23.0,2.0,0.0,0.0113,10424,2.53,1.83,2.28,0.0573,0.0587,0.0571,0.2985,0.1311,2275,0.262884215392,609,0.0584228702993,2.0,5.0,0.00851788756388,-4.0,-0.00686106346484,7.0,0.0118644067797,35.0,0.056,26.0,0.0399385560676,61.0,0.0937019969278,0.0389830508475,38.0,13.39,4.02102102102,4.52,2.46994535519,1.82,0.546546546547,4.75,2.08333333333,-0.84,-0.252252252252,-0.79,-0.312252964427,0.0681765657499,0.059566291518,0.0566001534919,0.0590048037705
27935,10.37%,12.95,10.04,3.58,660sa,(V19) (660) HCS SALT LAKE CITYUT,1964.0,1962.0,2028.0,2119.0,2328.0,2407.0,44812,15.39%,9.23,14.92,7.44,31709,0.0862,5.69,10.93,4.19,660,"(V19) (660) Salt Lake City, UT",660,72.0,0.0,0.0,0.045,28963,2.5,5.38,6.08,0.1024,0.0946,0.1106,0.0758,0.0718,16877,0.604152496868,2746,0.0948106204468,0.0,-2.0,-0.00101936799185,66.0,0.0325443786982,91.0,0.0429447852761,209.0,0.0897766323024,79.0,0.0328209389281,288.0,0.119651017865,0.033978291647,216.0,-3.72,-0.287258687259,0.31,0.0576208178439,4.88,0.376833976834,4.85,0.797697368421,3.86,0.298069498069,1.69,0.676,0.0758546626096,0.0537132910827,0.0731623105341,0.0759090479044
4366,2.86%,6.51,5.13,3.05,666sh,(V19) (666) HCS SHERIDAN WY,601.0,572.0,592.0,607.0,608.0,631.0,6332,7.79%,7.95,12.89,2.76,6184,0.0542,7.56,7.17,2.94,666,"(V19) (666) Sheridan, WY",666,10.0,0.0,1.0,0.0186,6596,1.33,4.25,2.87,0.1272,0.1369,0.2034,0.1946,0.1311,1966,0.450297755383,-412,-0.0624620982414,1.0,-29.0,-0.0506993006993,20.0,0.0337837837838,15.0,0.0247116968699,1.0,0.00164473684211,23.0,0.0364500792393,24.0,0.0380348652932,0.0164744645799,14.0,1.44,0.221198156682,3.31,0.778823529412,7.76,1.19201228879,4.3,1.49825783972,-0.29,-0.0445468509985,1.61,1.21052631579,0.139028859368,0.0996525584334,0.0920254699818,0.102037516171
5982,3.31%,4.36,4.33,1.25,463an,(V20) (463) HCSROANCHORAGE AK,548.0,510.0,473.0,506.0,504.0,528.0,6568,4.35%,2.98,7.84,2.88,9850,0.0192,2.81,3.81,1.43,463,"(V20) (463) Anchorage, AK",463,17.0,1.0,0.0,0.0038,8126,0.35,1.16,1.25,0.0773,0.209,0.1132,0.102,0.1796,586,0.0979605483116,1724,0.212158503569,1.0,-38.0,-0.0745098039216,-37.0,-0.0782241014799,33.0,0.0652173913043,-2.0,-0.00396825396825,24.0,0.0454545454545,22.0,0.0416666666667,0.0335968379447,5.0,-1.38,-0.316513761468,1.65,1.4224137931,3.51,0.80504587156,2.56,2.048,1.63,0.373853211009,1.08,3.08571428571,0.0845870946172,0.0803897685749,0.0622692591681,0.0536040609137
14163,11.37%,1.86,12.89,1.79,531bo,(V20) (531) MC BOISE ID,1022.0,1018.0,1037.0,1079.0,1164.0,1207.0,18531,19.21%,13.53,20.93,3.47,22413,0.0858,9.88,11.91,1.65,531,"(V20) (531) Boise, ID",531,74.0,0.0,1.0,0.0555,20010,0.87,1.02,10.17,0.0893,0.0566,0.0845,0.0889,0.0658,4368,0.308409235331,2403,0.120089955022,1.0,-4.0,-0.00392927308448,19.0,0.0183220829315,42.0,0.0389249304912,85.0,0.0730240549828,43.0,0.0356255178128,128.0,0.106048053024,0.0685820203892,54.0,11.67,6.27419354839,8.86,8.6862745098,8.04,4.32258064516,1.74,0.171091445428,1.68,0.903225806452,0.78,0.896551724138,0.0761844242039,0.0651340996169,0.0539230384808,0.053852674787
73666,6.91%,12.99,8.81,1.87,648po,(V20) (648) MC PORTLAND OR,3343.0,3463.0,3566.0,3742.0,3728.0,3789.0,78504,12.34%,9.88,14.94,3.29,52700,0.0755,7.53,11.86,1.97,648,"(V20) (648) Portland, OR",648,130.0,0.0,1.0,0.0367,50856,1.32,7.29,5.4,0.0526,0.0812,0.0658,0.085,0.0982,4838,0.0656748024869,1844,0.0362592417807,1.0,120.0,0.0346520358071,103.0,0.0288839035334,176.0,0.0470336718332,-14.0,-0.00375536480687,61.0,0.0160992346266,47.0,0.0124043283188,0.0347407803314,-83.0,-3.11,-0.239414934565,0.24,0.0329218106996,6.13,0.471901462664,6.46,1.1962962963,1.42,0.109314857583,0.65,0.492424242424,0.0507968397904,0.0482650565576,0.0735803051754,0.0718975332068
21587,5.64%,10.25,5.48,1.54,653ro,(V20) (653) HCS ROSEBURG OR,820.0,825.0,837.0,844.0,946.0,1116.0,26147,13.03%,7.9,16.03,3.2,21286,0.0786,6.51,13.95,2.39,653,"(V20) (653) Roseburg, OR",653,65.0,0.0,0.0,0.0407,15639,1.33,3.36,9.1,0.0978,0.1004,0.0716,0.1834,0.096,4560,0.21123824524,5647,0.361084468316,0.0,5.0,0.00606060606061,12.0,0.0143369175627,7.0,0.00829383886256,102.0,0.107822410148,170.0,0.152329749104,272.0,0.243727598566,0.0770142180095,207.0,-2.35,-0.229268292683,3.15,0.9375,10.55,1.02926829268,4.85,0.532967032967,1.66,0.161951219512,1.06,0.796992481203,0.0390976050401,0.0426817608139,0.0539676449901,0.0524288264587
65247,4.28%,6.44,7.39,1.22,663va,(V20) (663) HCS SEATTLE WA,3346.0,3402.0,3460.0,3627.0,3763.0,3847.0,72506,9.08%,8.87,13.24,1.81,67852,0.0409,5.66,7.87,0.76,663,"(V20) (663) VA Puget Sound, WA",663,192.0,1.0,1.0,0.0221,62851,1.1,4.23,4.45,0.0951,0.105,0.13,0.0998,0.098,7259,0.111254157279,5001,0.0795691397114,2.0,56.0,0.0164609053498,58.0,0.0167630057803,167.0,0.0460435621726,136.0,0.0361413765613,84.0,0.0218351962568,220.0,0.0571874187679,0.0529363110008,28.0,2.43,0.377329192547,1.43,0.338061465721,5.85,0.908385093168,3.42,0.768539325843,0.59,0.0916149068323,-0.34,-0.309090909091,0.0555887627017,0.0530576779853,0.0577079123642,0.0566969286093
21514,5.80%,3.68,8.81,3.76,668sp,(V20) (668) MC SPOKANE WA,815.0,832.0,845.0,898.0,953.0,1060.0,20209,11.88%,9.72,14.34,3.01,21873,0.0479,4.55,8.58,1.31,668,"(V20) (668) Spokane, WA",668,107.0,1.0,1.0,0.0215,20026,2.88,2.21,3.61,0.1064,0.1948,0.0909,0.1722,0.136,-1305,-0.0606581760714,1847,0.0922301008689,2.0,17.0,0.0204326923077,13.0,0.0153846153846,53.0,0.0590200445434,55.0,0.0577124868835,107.0,0.100943396226,162.0,0.152830188679,0.119153674833,55.0,6.04,1.64130434783,2.34,1.05882352941,5.53,1.5027173913,4.97,1.37673130194,-0.75,-0.203804347826,-1.57,-0.545138888889,0.0417402621549,0.0524518778762,0.0448417057825,0.0484615736296
8025,9.26%,5.4,17.48,3.52,687wa,(V20) (687) MC WALLA WALLA WA,435.0,430.0,436.0,469.0,501.0,548.0,8919,11.57%,11.12,16.7,2.31,9614,0.0566,10.02,8.11,1.97,687,"(V20) (687) Walla Walla, WA",687,82.0,0.0,1.0,0.0164,10517,1.29,2.88,8.3,0.1137,0.1593,0.1159,0.3582,0.0659,894,0.111401869159,-903,-0.0858609869735,1.0,-5.0,-0.0116279069767,6.0,0.0137614678899,33.0,0.0703624733475,32.0,0.063872255489,47.0,0.0857664233577,79.0,0.144160583942,0.174840085288,-3.0,5.72,1.05925925926,7.14,2.47916666667,-0.78,-0.144444444444,-0.19,-0.0228915662651,-1.21,-0.224074074074,0.68,0.527131782946,0.0584423676012,0.06144186568,0.0445944661025,0.05700020803
14702,3.00%,4.42,9.19,1.58,692wh,(V20) (692) SORCCWHITE CITY OR,570.0,571.0,585.0,628.0,686.0,713.0,10272,8.23%,13.89,14.49,1.76,12507,0.0304,8.28,5.01,2.2,692,"(V20) (692) White City, OR",692,41.0,0.0,0.0,0.0309,12310,1.51,2.61,7.65,0.0956,0.0438,0.0379,0.2485,0.3095,-4430,-0.301319548361,197,0.0160032493907,0.0,1.0,0.00175131348511,14.0,0.0239316239316,43.0,0.0684713375796,58.0,0.0845481049563,27.0,0.0378681626928,85.0,0.119214586255,0.0652866242038,44.0,9.47,2.14253393665,5.67,2.1724137931,5.3,1.19909502262,-2.64,-0.345098039216,0.18,0.0407239819005,0.69,0.456953642384,0.0427152768331,0.0694119937695,0.051015434606,0.0570080754777
1287,2.10%,4.77,3.09,3.31,358ma,(V21) (358) RO MANILA PI,77.0,77.0,78.0,78.0,78.0,76.0,5522,2.23%,3.6,5.32,5.92,3097,0.0077,1.51,4.13,4.76,358,"(V21) (358) Manila, PI",358,,0.0,0.0,0.017,2292,6.86,6.96,5.14,0.1,,,,,4235,3.2905982906,805,0.351221640489,0.0,0.0,0.0,1.0,0.0128205128205,0.0,0.0,0.0,0.0,-2.0,-0.0263157894737,-2.0,-0.0263157894737,,,-1.17,-0.245283018868,-5.45,-0.783045977011,2.23,0.46750524109,-1.01,-0.196498054475,2.61,0.547169811321,-2.1,-0.30612244898,0.0606060606061,0.013763129301,0.0340314136126,0.0245398773006
14563,2.84%,6.95,1.34,2.96,459ho,(V21) (459) HCS HONOLULU HI,749.0,757.0,846.0,871.0,936.0,1028.0,20397,5.00%,7.48,4.61,5.1,18362,0.0215,5.21,1.86,2.53,459,"(V21) (459) Honolulu, HI",459,92.0,1.0,0.0,0.0072,15226,1.49,2.9,0.95,0.0271,0.0532,0.0386,0.0757,0.0718,5834,0.400604271098,3136,0.205963483515,1.0,8.0,0.0105680317041,89.0,0.105200945626,25.0,0.0287026406429,65.0,0.0694444444444,92.0,0.0894941634241,157.0,0.152723735409,0.105625717566,65.0,0.53,0.0762589928058,2.31,0.796551724138,3.27,0.470503597122,0.91,0.957894736842,2.14,0.307913669065,1.04,0.697986577181,0.0598091052668,0.050399568564,0.0572047812952,0.0559851867988
17194,11.53%,0.59,14.5,0.63,570fr,(V21) (570) HCS FRESNO CA,1055.0,1101.0,1142.0,1121.0,1200.0,1376.0,21131,11.46%,1.05,15.6,0.5,24267,0.0371,0.49,9.73,0.5,570,"(V21) (570) Fresno, CA",570,122.0,0.0,0.0,0.042,19732,0.89,0.37,8.77,0.0793,0.0829,0.1055,0.08,0.1007,3937,0.228975223915,4535,0.229829718224,0.0,46.0,0.0417801998183,41.0,0.0359019264448,-21.0,-0.0187332738626,79.0,0.0658333333333,176.0,0.127906976744,255.0,0.185319767442,0.108831400535,133.0,0.46,0.779661016949,0.12,0.324324324324,1.1,1.86440677966,0.96,0.109464082098,-0.13,-0.220338983051,-0.39,-0.438202247191,0.0651971618006,0.065117599735,0.0568112710318,0.0567025178226
62511,13.08%,4.82,16.07,2.26,612n.,(V21) (612) HCS MARTINEZ CA,2425.0,2513.0,2634.0,2761.0,3015.0,3281.0,71638,10.71%,11.78,10.76,1.58,69339,0.042,5.98,6.95,1.59,612,"(V21) (612) N. California, CA",612n.,,0.0,1.0,0.0366,64997,1.01,2.48,7.09,,,,,,9127,0.146006302891,4342,0.0668030832192,1.0,88.0,0.0350179068842,121.0,0.0459377372817,127.0,0.0459978268743,254.0,0.0842454394693,266.0,0.0810728436452,520.0,0.158488265773,,,6.96,1.44398340249,3.5,1.41129032258,-5.31,-1.10165975104,-0.14,-0.0197461212976,-0.68,-0.141078838174,0.58,0.574257425743,0.0441682263922,0.0457997152349,0.0424788836408,0.0473182480278
49766,6.82%,6.54,7.32,5.92,640pa,(V21) (640) HCS PALO ALTO CA,3791.0,3823.0,4031.0,4133.0,4305.0,4416.0,46017,9.78%,14.19,9.26,10.78,44416,0.0476,6.72,7.08,6.66,640,"(V21) (640) Palo Alto, CA",640,165.0,1.0,0.0,0.0273,44478,2.33,2.93,4.08,0.0534,0.068,0.0721,0.0731,0.0724,-3749,-0.0753325563638,-62,-0.00139394756958,1.0,32.0,0.00837038974627,208.0,0.051600099231,102.0,0.0246794096298,172.0,0.0399535423926,111.0,0.0251358695652,283.0,0.0640851449275,0.0399225744012,118.0,7.65,1.16972477064,3.79,1.29351535836,1.94,0.296636085627,3.0,0.735294117647,4.86,0.743119266055,4.33,1.85836909871,0.0830486677651,0.0959645348458,0.0929223436306,0.0994236311239
26049,10.87%,10.28,14.19,3.37,654re,(V21) (654) HCS RENO NV,1113.0,1130.0,1188.0,1249.0,1309.0,1353.0,28100,5.56%,7.34,6.29,1.41,27086,0.0157,3.08,4.73,0.68,654,"(V21) (654) Reno, NV",654,147.0,0.0,1.0,0.0492,24654,2.84,6.06,9.19,0.0566,0.1101,0.0711,0.0476,0.1029,2051,0.0787362278782,2432,0.0986452502636,1.0,17.0,0.0150442477876,58.0,0.0488215488215,61.0,0.048839071257,60.0,0.0458365164248,44.0,0.0325203252033,104.0,0.0768662232077,0.117694155324,-43.0,-2.94,-0.285992217899,-2.98,-0.491749174917,-7.9,-0.768482490272,-4.46,-0.485310119695,-1.96,-0.190661478599,-2.16,-0.760563380282,0.0479480978157,0.0481494661922,0.0506611503204,0.0499520047257
28503,7.63%,11.75,7.02,5.23,662sa,(V21) (662) MC SAN FRANCISCO CA,2194.0,2296.0,2388.0,2560.0,2654.0,2875.0,37552,6.22%,11.36,7.67,5.17,40031,0.0208,5.64,4.01,2.64,662,"(V21) (662) San Francisco, CA",662,160.0,0.0,1.0,0.0146,41386,1.58,3.68,2.93,0.0695,0.0957,0.0713,0.0728,0.0917,9049,0.317475353472,-1355,-0.0327405402793,1.0,102.0,0.044425087108,92.0,0.0385259631491,172.0,0.0671875,94.0,0.035418236624,221.0,0.0768695652174,315.0,0.109565217391,0.0625,155.0,-0.39,-0.0331914893617,1.96,0.532608695652,0.65,0.0553191489362,1.08,0.368600682594,-0.06,-0.00510638297872,1.06,0.670886075949,0.0898151071817,0.0765605027695,0.0618566665056,0.0718193400115
55370,8.02%,6.4,7.28,4.98,593la,(V22) (593) MC LAS VEGAS NV,1376.0,1677.0,1967.0,2078.0,2302.0,2372.0,71115,14.83%,10.65,16.83,6.51,47849,0.0599,6.14,7.97,4.78,593,"(V22) (593) Las Vegas, NV",593,107.0,0.0,0.0,0.0307,41853,2.4,4.1,3.3,0.1087,0.0737,0.0628,0.1031,0.1012,15745,0.284359761604,5996,0.143263326404,0.0,301.0,0.179487179487,290.0,0.147432638536,111.0,0.053416746872,224.0,0.0973066898349,70.0,0.0295109612142,294.0,0.123946037099,0.0514918190568,187.0,4.25,0.6640625,2.04,0.49756097561,9.55,1.4921875,4.67,1.41515151515,1.53,0.2390625,2.38,0.991666666667,0.0375293480224,0.0333544259298,0.0496499653549,0.0495726138477
49174,3.33%,8.78,3.75,3.86,600lo,(V22) (600) HCS LONG BEACH CA,2308.0,2358.0,2343.0,2361.0,2597.0,2798.0,54129,8.31%,9.55,8.71,6.18,58863,0.0209,4.16,4.24,3.27,600,"(V22) (600) Long Beach, CA",600,140.0,0.0,0.0,0.0158,49445,2.21,5.69,2.56,0.0699,0.0852,0.0534,0.0763,0.0621,4955,0.100764631716,9418,0.190474264334,0.0,50.0,0.0212044105174,-15.0,-0.00640204865557,18.0,0.00762388818297,236.0,0.0908740854832,201.0,0.0718370264475,437.0,0.156182987848,0.0592969080898,297.0,0.77,0.0876993166287,-1.53,-0.268892794376,4.96,0.564920273349,1.68,0.65625,2.32,0.26423690205,1.06,0.47963800905,0.0480131776955,0.051691329971,0.0477500252806,0.0475341046158
