,Organization,Specialty,FY11,FY12,FY13,FY14,FY15,ID,Station,for_dups
3057,(V18) (501) HCS ALBUQUERQUE NM,07 ORTHOPEDIC SURGERY,0.0,12.12,12.77,13.19,12.24,,501,501
3058,(V18) (501) HCS ALBUQUERQUE NM,08 OTOLARYNGOLOGY,0.0,36.36,0.0,0.0,0.0,,501,501
3059,(V18) (501) HCS ALBUQUERQUE NM,09 PLASTIC SURGERY,0.0,0.0,0.0,0.0,100.0,,501,501
3060,(V18) (501) HCS ALBUQUERQUE NM,12 UROLOGY,20.0,94.74,0.0,21.43,24.49,,501,501
3061,(V18) (501) HCS ALBUQUERQUE NM,16 EMERGENCY MEDICINE,9.23,0.0,9.52,46.6,9.52,,501,501
3062,(V18) (501) HCS ALBUQUERQUE NM,18 HEMATOLOGY,100.0,0.0,0.0,0.0,0.0,,501,501
3063,(V18) (501) HCS ALBUQUERQUE NM,21 GEN INTERNAL MED,16.59,14.39,3.63,10.68,8.97,,501,501
3064,(V18) (501) HCS ALBUQUERQUE NM,25 GASTROENTEROLOGY,0.0,16.67,21.82,0.0,0.0,,501,501
3065,(V18) (501) HCS ALBUQUERQUE NM,26 PULMONARY DISEASES,24.49,25.53,0.0,0.0,0.0,,501,501
3066,(V18) (501) HCS ALBUQUERQUE NM,27 NEPHROLOGY,64.86,0.0,0.0,0.0,0.0,,501,501
3067,(V18) (501) HCS ALBUQUERQUE NM,28 RHEUMATOLOGY,0.0,0.0,50.0,0.0,0.0,,501,501
3068,(V18) (501) HCS ALBUQUERQUE NM,30 NEUROLOGY,15.19,40.0,23.08,0.0,0.0,,501,501
3069,(V18) (501) HCS ALBUQUERQUE NM,31 PSYCHIATRY,3.82,15.29,0.0,11.61,14.68,,501,501
3070,(V18) (501) HCS ALBUQUERQUE NM,32 ANATOMIC PATHOLOGY,0.0,0.0,0.0,26.67,29.27,,501,501
3071,(V18) (501) HCS ALBUQUERQUE NM,38 RADIOLOGY-DIAGNOSTIC,0.0,0.0,0.0,0.0,66.67,,501,501
3072,(V18) (501) HCS ALBUQUERQUE NM,40 GERIATRICS,0.0,0.0,19.67,23.08,0.0,,501,501
3073,(V18) (501) HCS ALBUQUERQUE NM,44 PHYS MED & REHAB,0.0,42.86,0.0,0.0,0.0,,501,501
3074,(V18) (501) HCS ALBUQUERQUE NM,45 RADIOLOGY-INTERVENT,0.0,0.0,100.0,0.0,0.0,,501,501
3075,(V18) (501) HCS ALBUQUERQUE NM,54 ASSOC COS RES & DEV,0.0,0.0,115.79,0.0,0.0,,501,501
3076,(V18) (501) HCS ALBUQUERQUE NM,59 ASSOC COS AMBUL CARE,0.0,0.0,0.0,100.0,0.0,,501,501
3077,(V18) (501) HCS ALBUQUERQUE NM,E4 CARDIOVAS/THOR SGR,0.0,0.0,0.0,100.0,0.0,,501,501
3078,(V18) (501) HCS ALBUQUERQUE NM,E5 NEUROSURGERY,0.0,100.0,0.0,0.0,0.0,,501,501
3079,(V18) (501) HCS ALBUQUERQUE NM,K6 HOSPITALIST,0.0,158.82,0.0,0.0,44.44,,501,501
3080,(V18) (501) HCS ALBUQUERQUE NM,P1 PRIMARY CARE,0.0,60.0,0.0,0.0,0.0,,501,501
3081,(V18) (501) HCS ALBUQUERQUE NM,R3 HEMATOLOGY/ONCOLOGY,100.0,0.0,0.0,0.0,0.0,,501,501
3082,(V18) (501) HCS ALBUQUERQUE NM,R4 VASCULAR SURGERY,0.0,40.0,0.0,0.0,63.16,,501,501
3083,(V18) (504) MC AMARILLO TX,0602 Physician (All Specialties),7.8,10.63,6.26,13.6,11.36,,504,504
3084,(V18) (504) MC AMARILLO TX,02 SURGERY,0.0,42.86,0.0,0.0,0.0,,504,504
3085,(V18) (504) MC AMARILLO TX,03 GYNECOLOGY,0.0,100.0,0.0,0.0,0.0,,504,504
3086,(V18) (504) MC AMARILLO TX,06 OPHTHALMOLOGY,0.0,0.0,0.0,0.0,100.0,,504,504
3087,(V18) (504) MC AMARILLO TX,12 UROLOGY,0.0,0.0,0.0,92.31,0.0,,504,504
3088,(V18) (504) MC AMARILLO TX,16 EMERGENCY MEDICINE,0.0,42.86,0.0,0.0,0.0,,504,504
3089,(V18) (504) MC AMARILLO TX,21 GEN INTERNAL MED,17.65,0.0,0.0,17.91,0.0,,504,504
3090,(V18) (504) MC AMARILLO TX,25 GASTROENTEROLOGY,0.0,112.5,0.0,0.0,0.0,,504,504
3091,(V18) (504) MC AMARILLO TX,26 PULMONARY DISEASES,0.0,0.0,0.0,100.0,0.0,,504,504
3092,(V18) (504) MC AMARILLO TX,27 NEPHROLOGY,0.0,0.0,38.71,0.0,0.0,,504,504
3093,(V18) (504) MC AMARILLO TX,31 PSYCHIATRY,14.12,14.81,0.0,39.56,0.0,,504,504
3094,(V18) (504) MC AMARILLO TX,38 RADIOLOGY-DIAGNOSTIC,0.0,0.0,63.16,84.62,0.0,,504,504
3095,(V18) (504) MC AMARILLO TX,40 GERIATRICS,0.0,0.0,0.0,0.0,28.57,,504,504
3096,(V18) (504) MC AMARILLO TX,44 PHYS MED & REHAB,0.0,0.0,0.0,0.0,100.0,,504,504
3097,(V18) (504) MC AMARILLO TX,E6 CARDIOLOGY NON-INTER,0.0,0.0,0.0,0.0,70.59,,504,504
3098,(V18) (504) MC AMARILLO TX,K6 HOSPITALIST,100.0,0.0,0.0,100.0,100.0,,504,504
3099,(V18) (504) MC AMARILLO TX,P1 PRIMARY CARE,10.91,0.0,11.11,6.09,13.11,,504,504
3100,(V18) (504) MC AMARILLO TX,R3 HEMATOLOGY/ONCOLOGY,0.0,0.0,0.0,0.0,100.0,,504,504
3101,(V18) (519) MC BIG SPRING TX,0602 Physician (All Specialties),20.99,3.65,18.29,16.49,4.63,,519,519
3102,(V18) (519) MC BIG SPRING TX,02 SURGERY,100.0,0.0,0.0,0.0,0.0,,519,519
3103,(V18) (519) MC BIG SPRING TX,06 OPHTHALMOLOGY,0.0,0.0,54.55,0.0,0.0,,519,519
3104,(V18) (519) MC BIG SPRING TX,21 GEN INTERNAL MED,24.9,5.13,10.43,23.19,7.59,,519,519
3105,(V18) (519) MC BIG SPRING TX,31 PSYCHIATRY,0.0,0.0,24.49,0.0,0.0,,519,519
3106,(V18) (519) MC BIG SPRING TX,43 PATHOLOGY,0.0,0.0,100.0,0.0,0.0,,519,519
3107,(V18) (644) MC PHOENIX AZ,0602 Physician (All Specialties),8.91,9.26,9.63,7.77,7.1,,644,644
3108,(V18) (644) MC PHOENIX AZ,01 ANESTHESIOLOGY,30.38,0.0,0.0,0.0,14.29,,644,644
3109,(V18) (644) MC PHOENIX AZ,02 SURGERY,18.75,78.69,0.0,33.8,32.88,,644,644
3110,(V18) (644) MC PHOENIX AZ,12 UROLOGY,0.0,0.0,80.0,0.0,0.0,,644,644
3111,(V18) (644) MC PHOENIX AZ,13 PHYSIATRY,0.0,0.0,0.0,0.0,17.39,,644,644
3112,(V18) (644) MC PHOENIX AZ,16 EMERGENCY MEDICINE,0.0,0.0,0.0,6.22,14.69,,644,644
3113,(V18) (644) MC PHOENIX AZ,19 INFECTIOUS DISEASES,0.0,0.0,92.31,0.0,0.0,,644,644
3114,(V18) (644) MC PHOENIX AZ,20 DERMATOLOGY,0.0,0.0,44.44,0.0,0.0,,644,644
3115,(V18) (644) MC PHOENIX AZ,21 GEN INTERNAL MED,6.8,12.53,7.59,17.45,13.33,,644,644
3116,(V18) (644) MC PHOENIX AZ,25 GASTROENTEROLOGY,32.0,0.0,16.44,14.63,0.0,,644,644
3117,(V18) (644) MC PHOENIX AZ,26 PULMONARY DISEASES,12.9,0.0,27.27,17.39,0.0,,644,644
3118,(V18) (644) MC PHOENIX AZ,29 ENDOCRIN AND METAB,19.35,0.0,0.0,30.38,0.0,,644,644
3119,(V18) (644) MC PHOENIX AZ,30 NEUROLOGY,38.71,0.0,0.0,0.0,0.0,,644,644
3120,(V18) (644) MC PHOENIX AZ,31 PSYCHIATRY,0.0,9.33,15.54,8.14,7.32,,644,644
3121,(V18) (644) MC PHOENIX AZ,38 RADIOLOGY-DIAGNOSTIC,23.76,24.74,0.0,0.0,7.32,,644,644
3122,(V18) (644) MC PHOENIX AZ,43 PATHOLOGY,0.0,0.0,0.0,0.0,24.0,,644,644
3123,(V18) (644) MC PHOENIX AZ,46 NUCLEAR MEDICINE,0.0,0.0,60.0,0.0,57.14,,644,644
3124,(V18) (644) MC PHOENIX AZ,E6 CARDIOLOGY NON-INTER,0.0,0.0,19.67,0.0,0.0,,644,644
3125,(V18) (644) MC PHOENIX AZ,K6 HOSPITALIST,25.0,17.39,12.24,0.0,0.0,,644,644
3126,(V18) (644) MC PHOENIX AZ,P1 PRIMARY CARE,0.0,0.0,5.44,10.53,4.53,,644,644
3127,(V18) (644) MC PHOENIX AZ,R4 VASCULAR SURGERY,60.0,0.0,0.0,0.0,0.0,,644,644
3128,(V18) (649) HCS PRESCOTT AZ,0602 Physician (All Specialties),4.79,4.55,18.01,17.05,10.07,,649,649
3129,(V18) (649) HCS PRESCOTT AZ,21 GEN INTERNAL MED,3.9,3.81,24.24,17.98,15.74,,649,649
3130,(V18) (649) HCS PRESCOTT AZ,31 PSYCHIATRY,0.0,19.05,18.46,59.26,21.05,,649,649
3131,(V18) (649) HCS PRESCOTT AZ,38 RADIOLOGY-DIAGNOSTIC,57.14,0.0,0.0,0.0,0.0,,649,649
3132,(V18) (649) HCS PRESCOTT AZ,49 FAMILY PRACTICE,0.0,0.0,100.0,0.0,0.0,,649,649
3133,(V18) (678) HCS TUCSON AZ,0602 Physician (All Specialties),10.01,12.98,11.27,10.8,9.33,,678,678
3134,(V18) (678) HCS TUCSON AZ,01 ANESTHESIOLOGY,0.0,0.0,43.9,11.32,0.0,,678,678
3135,(V18) (678) HCS TUCSON AZ,06 OPHTHALMOLOGY,0.0,0.0,13.04,14.29,29.63,,678,678
3136,(V18) (678) HCS TUCSON AZ,07 ORTHOPEDIC SURGERY,0.0,0.0,25.0,0.0,0.0,,678,678
3137,(V18) (678) HCS TUCSON AZ,12 UROLOGY,0.0,0.0,21.43,0.0,0.0,,678,678
3138,(V18) (678) HCS TUCSON AZ,16 EMERGENCY MEDICINE,0.0,28.57,0.0,12.5,13.04,,678,678
3139,(V18) (678) HCS TUCSON AZ,20 DERMATOLOGY,80.0,0.0,0.0,0.0,0.0,,678,678
3140,(V18) (678) HCS TUCSON AZ,21 GEN INTERNAL MED,16.07,24.12,6.9,11.58,3.7,,678,678
3141,(V18) (678) HCS TUCSON AZ,25 GASTROENTEROLOGY,75.0,116.67,0.0,0.0,0.0,,678,678
3142,(V18) (678) HCS TUCSON AZ,26 PULMONARY DISEASES,19.67,20.0,0.0,30.0,46.15,,678,678
3143,(V18) (678) HCS TUCSON AZ,27 NEPHROLOGY,0.0,0.0,44.44,52.17,0.0,,678,678
3144,(V18) (678) HCS TUCSON AZ,29 ENDOCRIN AND METAB,0.0,0.0,36.36,0.0,36.36,,678,678
3145,(V18) (678) HCS TUCSON AZ,30 NEUROLOGY,27.91,23.08,48.0,0.0,0.0,,678,678
3146,(V18) (678) HCS TUCSON AZ,31 PSYCHIATRY,10.08,15.13,15.45,22.43,5.02,,678,678
3147,(V18) (678) HCS TUCSON AZ,43 PATHOLOGY,54.55,0.0,0.0,0.0,0.0,,678,678
3148,(V18) (678) HCS TUCSON AZ,44 PHYS MED & REHAB,0.0,0.0,0.0,133.33,0.0,,678,678
3149,(V18) (678) HCS TUCSON AZ,46 NUCLEAR MEDICINE,0.0,0.0,0.0,0.0,85.71,,678,678
3150,(V18) (678) HCS TUCSON AZ,49 FAMILY PRACTICE,0.0,75.0,20.69,50.7,13.64,,678,678
3151,(V18) (678) HCS TUCSON AZ,51 CHIEF OF STAFF,0.0,0.0,100.0,0.0,0.0,,678,678
3152,(V18) (678) HCS TUCSON AZ,E6 CARDIOLOGY NON-INTER,0.0,0.0,0.0,0.0,78.26,,678,678
3153,(V18) (678) HCS TUCSON AZ,K6 HOSPITALIST,0.0,0.0,0.0,0.0,37.5,,678,678
3154,(V18) (678) HCS TUCSON AZ,P1 PRIMARY CARE,33.33,14.63,16.9,0.0,18.46,,678,678
3155,(V18) (678) HCS TUCSON AZ,R3 HEMATOLOGY/ONCOLOGY,0.0,37.5,0.0,0.0,0.0,,678,678
3156,(V18) (678) HCS TUCSON AZ,R4 VASCULAR SURGERY,0.0,0.0,0.0,25.53,0.0,,678,678
3157,(V18) (756) OC EL PASO TX,0602 Physician (All Specialties),14.53,5.76,8.23,14.46,18.08,,756,756
3158,(V18) (756) OC EL PASO TX,01 ANESTHESIOLOGY,100.0,0.0,0.0,0.0,0.0,,756,756
3159,(V18) (756) OC EL PASO TX,03 GYNECOLOGY,0.0,0.0,100.0,0.0,0.0,,756,756
3160,(V18) (756) OC EL PASO TX,06 OPHTHALMOLOGY,0.0,0.0,0.0,27.27,0.0,,756,756
3161,(V18) (756) OC EL PASO TX,12 UROLOGY,0.0,0.0,0.0,0.0,80.0,,756,756
3162,(V18) (756) OC EL PASO TX,20 DERMATOLOGY,0.0,100.0,0.0,0.0,100.0,,756,756
3163,(V18) (756) OC EL PASO TX,21 GEN INTERNAL MED,8.19,0.0,3.17,10.53,27.18,,756,756
3164,(V18) (756) OC EL PASO TX,26 PULMONARY DISEASES,0.0,0.0,100.0,0.0,0.0,,756,756
3165,(V18) (756) OC EL PASO TX,30 NEUROLOGY,0.0,100.0,100.0,0.0,0.0,,756,756
3166,(V18) (756) OC EL PASO TX,31 PSYCHIATRY,58.54,0.0,14.12,11.21,0.0,,756,756
3167,(V18) (756) OC EL PASO TX,38 RADIOLOGY-DIAGNOSTIC,0.0,0.0,0.0,23.08,0.0,,756,756
3168,(V18) (756) OC EL PASO TX,49 FAMILY PRACTICE,0.0,0.0,0.0,63.16,0.0,,756,756
3169,(V18) (756) OC EL PASO TX,51 CHIEF OF STAFF,100.0,0.0,0.0,0.0,0.0,,756,756
3170,(V18) (756) OC EL PASO TX,E6 CARDIOLOGY NON-INTER,46.15,54.55,0.0,0.0,80.0,,756,756
3171,(V18) (756) OC EL PASO TX,E9 COMPENSATION/PENSION,0.0,0.0,0.0,0.0,16.33,,756,756
3172,(V18) (756) OC EL PASO TX,P1 PRIMARY CARE,0.0,0.0,0.0,100.0,0.0,,756,756
3213,(V19) (436) HCS FT HARRISON MT,0602 Physician (All Specialties),7.88,5.05,9.41,7.3,11.01,,436,436
3214,(V19) (436) HCS FT HARRISON MT,02 SURGERY,0.0,27.27,30.77,0.0,0.0,,436,436
3215,(V19) (436) HCS FT HARRISON MT,03 GYNECOLOGY,0.0,100.0,0.0,0.0,100.0,,436,436
3216,(V19) (436) HCS FT HARRISON MT,07 ORTHOPEDIC SURGERY,51.06,0.0,0.0,19.35,22.22,,436,436
3217,(V19) (436) HCS FT HARRISON MT,12 UROLOGY,0.0,0.0,100.0,0.0,0.0,,436,436
3218,(V19) (436) HCS FT HARRISON MT,16 EMERGENCY MEDICINE,0.0,0.0,0.0,20.0,0.0,,436,436
3219,(V19) (436) HCS FT HARRISON MT,21 GEN INTERNAL MED,0.0,0.0,9.52,11.06,19.51,,436,436
3220,(V19) (436) HCS FT HARRISON MT,25 GASTROENTEROLOGY,0.0,0.0,48.0,0.0,0.0,,436,436
3221,(V19) (436) HCS FT HARRISON MT,31 PSYCHIATRY,21.43,0.0,0.0,10.26,12.5,,436,436
3222,(V19) (436) HCS FT HARRISON MT,43 PATHOLOGY,0.0,0.0,46.15,0.0,0.0,,436,436
3223,(V19) (436) HCS FT HARRISON MT,44 PHYS MED & REHAB,100.0,0.0,0.0,0.0,0.0,,436,436
3224,(V19) (436) HCS FT HARRISON MT,49 FAMILY PRACTICE,9.16,8.14,11.43,9.23,15.86,,436,436
3225,(V19) (436) HCS FT HARRISON MT,K6 HOSPITALIST,0.0,0.0,0.0,9.76,10.17,,436,436
3226,(V19) (442) MROC CHEYENNE WY,0602 Physician (All Specialties),8.91,22.4,11.24,7.3,13.26,,442,442
3227,(V19) (442) MROC CHEYENNE WY,01 ANESTHESIOLOGY,0.0,0.0,0.0,100.0,0.0,,442,442
3228,(V19) (442) MROC CHEYENNE WY,03 GYNECOLOGY,0.0,0.0,100.0,0.0,0.0,,442,442
3229,(V19) (442) MROC CHEYENNE WY,07 ORTHOPEDIC SURGERY,0.0,0.0,66.67,0.0,0.0,,442,442
3230,(V19) (442) MROC CHEYENNE WY,08 OTOLARYNGOLOGY,0.0,100.0,0.0,0.0,0.0,,442,442
3231,(V19) (442) MROC CHEYENNE WY,16 EMERGENCY MEDICINE,0.0,0.0,0.0,35.29,35.29,,442,442
3232,(V19) (442) MROC CHEYENNE WY,21 GEN INTERNAL MED,0.0,40.0,20.17,0.0,7.5,,442,442
3233,(V19) (442) MROC CHEYENNE WY,31 PSYCHIATRY,48.0,72.73,0.0,0.0,39.13,,442,442
3234,(V19) (442) MROC CHEYENNE WY,49 FAMILY PRACTICE,22.22,0.0,0.0,0.0,0.0,,442,442
3235,(V19) (442) MROC CHEYENNE WY,59 ASSOC COS AMBUL CARE,0.0,0.0,0.0,100.0,0.0,,442,442
3236,(V19) (442) MROC CHEYENNE WY,P1 PRIMARY CARE,0.0,0.0,0.0,0.0,19.05,,442,442
3237,(V19) (554) HCS DENVER CO,0602 Physician (All Specialties),10.31,6.89,8.78,13.78,13.69,,554,554
3238,(V19) (554) HCS DENVER CO,01 ANESTHESIOLOGY,16.22,14.12,12.77,22.86,23.53,,554,554
3239,(V19) (554) HCS DENVER CO,02 SURGERY,0.0,7.27,15.38,15.58,26.47,,554,554
3240,(V19) (554) HCS DENVER CO,03 GYNECOLOGY,0.0,0.0,0.0,0.0,46.15,,554,554
3241,(V19) (554) HCS DENVER CO,05 MEDICAL ONCOLOGY,0.0,0.0,100.0,0.0,0.0,,554,554
3242,(V19) (554) HCS DENVER CO,07 ORTHOPEDIC SURGERY,15.19,17.14,0.0,0.0,12.9,,554,554
3243,(V19) (554) HCS DENVER CO,12 UROLOGY,16.44,0.0,16.44,50.7,50.0,,554,554
3244,(V19) (554) HCS DENVER CO,13 PHYSIATRY,0.0,0.0,0.0,0.0,26.67,,554,554
3245,(V19) (554) HCS DENVER CO,16 EMERGENCY MEDICINE,11.21,0.0,9.45,8.45,15.79,,554,554
3246,(V19) (554) HCS DENVER CO,19 INFECTIOUS DISEASES,0.0,0.0,33.33,0.0,0.0,,554,554
3247,(V19) (554) HCS DENVER CO,20 DERMATOLOGY,22.22,0.0,0.0,27.59,16.9,,554,554
3248,(V19) (554) HCS DENVER CO,21 GEN INTERNAL MED,7.91,8.55,9.81,14.89,15.85,,554,554
3249,(V19) (554) HCS DENVER CO,25 GASTROENTEROLOGY,30.38,0.0,0.0,57.83,16.67,,554,554
3250,(V19) (554) HCS DENVER CO,26 PULMONARY DISEASES,0.0,0.0,0.0,0.0,15.69,,554,554
3251,(V19) (554) HCS DENVER CO,27 NEPHROLOGY,16.67,16.0,0.0,0.0,13.19,,554,554
3252,(V19) (554) HCS DENVER CO,28 RHEUMATOLOGY,0.0,0.0,33.33,0.0,0.0,,554,554
3253,(V19) (554) HCS DENVER CO,29 ENDOCRIN AND METAB,0.0,0.0,0.0,20.0,0.0,,554,554
3254,(V19) (554) HCS DENVER CO,30 NEUROLOGY,11.32,0.0,0.0,0.0,9.02,,554,554
3255,(V19) (554) HCS DENVER CO,31 PSYCHIATRY,18.09,2.93,5.56,18.34,14.85,,554,554
3256,(V19) (554) HCS DENVER CO,36 PREVENTIVE MEDICINE,75.0,0.0,0.0,0.0,0.0,,554,554
3257,(V19) (554) HCS DENVER CO,38 RADIOLOGY-DIAGNOSTIC,0.0,8.33,17.78,9.09,0.0,,554,554
3258,(V19) (554) HCS DENVER CO,40 GERIATRICS,0.0,0.0,0.0,32.43,20.69,,554,554
3259,(V19) (554) HCS DENVER CO,43 PATHOLOGY,18.18,0.0,17.39,33.33,0.0,,554,554
3260,(V19) (554) HCS DENVER CO,44 PHYS MED & REHAB,19.67,32.88,24.49,0.0,0.0,,554,554
3261,(V19) (554) HCS DENVER CO,47 RESEARCH-CAREER DEV,66.67,100.0,0.0,0.0,0.0,,554,554
3262,(V19) (554) HCS DENVER CO,49 FAMILY PRACTICE,0.0,0.0,0.0,12.37,15.0,,554,554
3263,(V19) (554) HCS DENVER CO,58 ASST CHIEF OF STAFF,0.0,0.0,0.0,100.0,0.0,,554,554
3264,(V19) (554) HCS DENVER CO,E6 CARDIOLOGY NON-INTER,0.0,0.0,10.08,0.0,18.75,,554,554
3265,(V19) (554) HCS DENVER CO,E7 RADIOLOGY (NUCLEAR),100.0,0.0,0.0,0.0,0.0,,554,554
3266,(V19) (554) HCS DENVER CO,H1 PSYCHIATRY FELW,0.0,0.0,0.0,100.0,0.0,,554,554
3267,(V19) (554) HCS DENVER CO,K6 HOSPITALIST,0.0,31.58,25.0,0.0,0.0,,554,554
3268,(V19) (554) HCS DENVER CO,P1 PRIMARY CARE,0.0,50.0,52.17,0.0,24.74,,554,554
3269,(V19) (554) HCS DENVER CO,R4 VASCULAR SURGERY,0.0,46.15,0.0,50.0,33.33,,554,554
3270,(V19) (575) MC GR JUNCTION CO,0602 Physician (All Specialties),5.73,5.87,5.71,29.85,13.11,,575,575
3271,(V19) (575) MC GR JUNCTION CO,02 SURGERY,0.0,0.0,0.0,42.86,0.0,,575,575
3272,(V19) (575) MC GR JUNCTION CO,12 UROLOGY,0.0,0.0,0.0,0.0,100.0,,575,575
3273,(V19) (575) MC GR JUNCTION CO,21 GEN INTERNAL MED,0.0,0.0,5.83,38.1,31.03,,575,575
3274,(V19) (575) MC GR JUNCTION CO,31 PSYCHIATRY,20.34,0.0,0.0,0.0,0.0,,575,575
3275,(V19) (575) MC GR JUNCTION CO,40 GERIATRICS,75.0,0.0,0.0,100.0,0.0,,575,575
3276,(V19) (575) MC GR JUNCTION CO,49 FAMILY PRACTICE,0.0,0.0,100.0,0.0,0.0,,575,575
3277,(V19) (575) MC GR JUNCTION CO,51 CHIEF OF STAFF,0.0,100.0,0.0,0.0,0.0,,575,575
3278,(V19) (575) MC GR JUNCTION CO,K6 HOSPITALIST,0.0,0.0,0.0,100.0,0.0,,575,575
3279,(V19) (575) MC GR JUNCTION CO,P1 PRIMARY CARE,0.0,0.0,0.0,100.0,0.0,,575,575
3280,(V19) (575) MC GR JUNCTION CO,R4 VASCULAR SURGERY,0.0,100.0,0.0,0.0,0.0,,575,575
3281,(V19) (660) HCS SALT LAKE CITYUT,0602 Physician (All Specialties),10.24,9.46,11.06,7.58,7.18,,660,660
3282,(V19) (660) HCS SALT LAKE CITYUT,01 ANESTHESIOLOGY,0.0,0.0,0.0,10.26,13.64,,660,660
3283,(V19) (660) HCS SALT LAKE CITYUT,02 SURGERY,18.46,0.0,8.76,0.0,0.0,,660,660
3284,(V19) (660) HCS SALT LAKE CITYUT,06 OPHTHALMOLOGY,17.27,0.0,7.69,7.23,0.0,,660,660
3285,(V19) (660) HCS SALT LAKE CITYUT,07 ORTHOPEDIC SURGERY,29.85,42.21,34.62,32.14,33.64,,660,660
3286,(V19) (660) HCS SALT LAKE CITYUT,08 OTOLARYNGOLOGY,20.0,0.0,15.0,0.0,0.0,,660,660
3287,(V19) (660) HCS SALT LAKE CITYUT,09 PLASTIC SURGERY,0.0,0.0,0.0,0.0,75.0,,660,660
3288,(V19) (660) HCS SALT LAKE CITYUT,12 UROLOGY,0.0,0.0,0.0,11.43,0.0,,660,660
3289,(V19) (660) HCS SALT LAKE CITYUT,16 EMERGENCY MEDICINE,0.0,100.0,0.0,0.0,0.0,,660,660
3290,(V19) (660) HCS SALT LAKE CITYUT,18 HEMATOLOGY,0.0,0.0,0.0,17.91,0.0,,660,660
3291,(V19) (660) HCS SALT LAKE CITYUT,19 INFECTIOUS DISEASES,20.69,0.0,10.08,0.0,8.51,,660,660
3292,(V19) (660) HCS SALT LAKE CITYUT,20 DERMATOLOGY,0.0,0.0,0.0,0.0,12.9,,660,660
3293,(V19) (660) HCS SALT LAKE CITYUT,21 GEN INTERNAL MED,15.25,5.24,16.67,10.43,11.54,,660,660
3294,(V19) (660) HCS SALT LAKE CITYUT,25 GASTROENTEROLOGY,34.29,0.0,0.0,0.0,0.0,,660,660
3295,(V19) (660) HCS SALT LAKE CITYUT,26 PULMONARY DISEASES,0.0,13.04,0.0,0.0,11.88,,660,660
3296,(V19) (660) HCS SALT LAKE CITYUT,27 NEPHROLOGY,0.0,0.0,27.59,0.0,0.0,,660,660
3297,(V19) (660) HCS SALT LAKE CITYUT,29 ENDOCRIN AND METAB,0.0,0.0,17.39,0.0,0.0,,660,660
3298,(V19) (660) HCS SALT LAKE CITYUT,30 NEUROLOGY,11.65,0.0,0.0,42.86,0.0,,660,660
3299,(V19) (660) HCS SALT LAKE CITYUT,31 PSYCHIATRY,7.12,10.91,11.88,3.63,6.92,,660,660
3300,(V19) (660) HCS SALT LAKE CITYUT,34 ADV GERIATRIC FELLOW,0.0,0.0,0.0,0.0,100.0,,660,660
3301,(V19) (660) HCS SALT LAKE CITYUT,36 PREVENTIVE MEDICINE,0.0,100.0,0.0,0.0,0.0,,660,660
3302,(V19) (660) HCS SALT LAKE CITYUT,40 GERIATRICS,0.0,0.0,0.0,0.0,13.95,,660,660
3303,(V19) (660) HCS SALT LAKE CITYUT,43 PATHOLOGY,0.0,20.69,0.0,0.0,0.0,,660,660
3304,(V19) (660) HCS SALT LAKE CITYUT,44 PHYS MED & REHAB,0.0,30.0,16.67,0.0,0.0,,660,660
3305,(V19) (660) HCS SALT LAKE CITYUT,49 FAMILY PRACTICE,30.0,0.0,24.0,23.53,0.0,,660,660
3306,(V19) (660) HCS SALT LAKE CITYUT,58 ASST CHIEF OF STAFF,0.0,0.0,100.0,0.0,0.0,,660,660
3307,(V19) (660) HCS SALT LAKE CITYUT,E6 CARDIOLOGY NON-INTER,10.91,20.69,10.62,0.0,0.0,,660,660
3308,(V19) (660) HCS SALT LAKE CITYUT,P1 PRIMARY CARE,0.0,26.67,36.36,0.0,0.0,,660,660
3309,(V19) (666) HCS SHERIDAN WY,0602 Physician (All Specialties),12.72,13.69,20.34,19.46,13.11,,666,666
3310,(V19) (666) HCS SHERIDAN WY,16 EMERGENCY MEDICINE,50.0,0.0,0.0,100.0,0.0,,666,666
3311,(V19) (666) HCS SHERIDAN WY,21 GEN INTERNAL MED,27.91,0.0,0.0,0.0,27.91,,666,666
3312,(V19) (666) HCS SHERIDAN WY,31 PSYCHIATRY,0.0,12.77,48.65,0.0,0.0,,666,666
3313,(V19) (666) HCS SHERIDAN WY,49 FAMILY PRACTICE,16.9,39.34,26.67,21.82,24.49,,666,666
3363,(V20) (463) HCSROANCHORAGE AK,0602 Physician (All Specialties),7.73,20.9,11.32,10.2,17.96,,463,463
3364,(V20) (463) HCSROANCHORAGE AK,06 OPHTHALMOLOGY,0.0,0.0,0.0,0.0,100.0,,463,463
3365,(V20) (463) HCSROANCHORAGE AK,07 ORTHOPEDIC SURGERY,0.0,0.0,0.0,0.0,100.0,,463,463
3366,(V20) (463) HCSROANCHORAGE AK,12 UROLOGY,0.0,150.0,0.0,0.0,0.0,,463,463
3367,(V20) (463) HCSROANCHORAGE AK,20 DERMATOLOGY,0.0,100.0,0.0,0.0,0.0,,463,463
3368,(V20) (463) HCSROANCHORAGE AK,21 GEN INTERNAL MED,7.64,8.22,20.51,12.12,0.0,,463,463
3369,(V20) (463) HCSROANCHORAGE AK,28 RHEUMATOLOGY,0.0,0.0,0.0,0.0,61.11,,463,463
3370,(V20) (463) HCSROANCHORAGE AK,31 PSYCHIATRY,26.67,0.0,0.0,0.0,0.0,,463,463
3371,(V20) (463) HCSROANCHORAGE AK,38 RADIOLOGY-DIAGNOSTIC,100.0,0.0,0.0,0.0,0.0,,463,463
